"","pid","date","condition","tstamp","uid","opens","consumetime","newtweets","compose","reply","likes","retweet","follow","unfollow","statPageView","dialogExit","dialogIgnore","avgAttentionScore","logAtnScore","consumetimeHours"
"167","pilot29","05/14","0",1621042456204167,"77d422a4b88925c3a4ec3d430ad56536",5,901,34,0,1,2,0,0,1,NA,NA,NA,3,1.09861228866811,0.250277777777778
"168","pilot29","05/15","0",1621105910005005,"77d422a4b88925c3a4ec3d430ad56536",4,509,34,0,1,2,0,1,1,NA,NA,NA,2,0.693147180559945,0.141388888888889
"169","pilot29","05/17","0",1621322501684119,"77d422a4b88925c3a4ec3d430ad56536",1,1009,16,0,1,4,0,0,0,NA,NA,NA,2.5,0.916290731874155,0.280277777777778
"170","pilot29","05/18","0",1.6214e+15,"77d422a4b88925c3a4ec3d430ad56536",5,1848,46,0,2,4,0,0,0,NA,NA,NA,3,1.09861228866811,0.513333333333333
"171","pilot29","05/18","2",1621400266125105,"77d422a4b88925c3a4ec3d430ad56536",3,612,54,0,2,4,0,0,0,NA,NA,NA,3,1.09861228866811,0.17
"172","pilot29","05/19","2",1621459347053059,"77d422a4b88925c3a4ec3d430ad56536",10,1410,165,0,0,1,0,0,0,NA,NA,NA,2,0.693147180559945,0.391666666666667
"173","pilot29","05/20","2",1621567007654034,"77d422a4b88925c3a4ec3d430ad56536",5,485,124,0,0,0,0,0,0,NA,NA,NA,2,0.693147180559945,0.134722222222222
"174","pilot29","05/22","2",1621749089443019,"77d422a4b88925c3a4ec3d430ad56536",4,817,94,0,1,7,0,0,0,NA,NA,NA,2,0.693147180559945,0.226944444444444
"175","pilot29","05/23","2",1621842174044053,"77d422a4b88925c3a4ec3d430ad56536",7,750,138,0,0,1,0,0,0,NA,NA,NA,4,1.38629436111989,0.208333333333333
"176","pilot29","05/24","2",1621918697281043,"77d422a4b88925c3a4ec3d430ad56536",7,988,176,0,1,8,0,0,0,NA,NA,NA,2,0.693147180559945,0.274444444444444
"177","pilot29","4/27","1",1619577227243066,"77d422a4b88925c3a4ec3d430ad56536",11,1628,72,0,1,5,0,0,0,2,0,2,3,1.09861228866811,0.452222222222222
"178","pilot29","4/28","1",1619658784548089,"77d422a4b88925c3a4ec3d430ad56536",7,1481,72,0,1,10,0,0,0,3,0,2,4,1.38629436111989,0.411388888888889
"179","pilot29","4/29","1",1619766186965015,"77d422a4b88925c3a4ec3d430ad56536",14,1248,59,0,2,10,0,0,0,5,1,1,3.666666667,1.29928298422117,0.346666666666667
"180","pilot29","4/30","1",1619838661577053,"77d422a4b88925c3a4ec3d430ad56536",13,2568,92,0,5,7,0,0,0,2,0,4,4,1.38629436111989,0.713333333333333
"181","pilot30","05/01","1",1619926771630004,"c3a9b648f0f3117f444defb7c9185e31",11,367,30,0,0,8,0,0,0,2,0,0,4,1.38629436111989,0.101944444444444
"182","pilot30","4/27","1",1619594173295007,"c3a9b648f0f3117f444defb7c9185e31",13,244,37,0,1,2,0,0,0,3,0,0,3,1.09861228866811,0.0677777777777778
"183","pilot30","4/28","1",1619677131772013,"c3a9b648f0f3117f444defb7c9185e31",16,479,63,0,0,7,0,0,0,1,0,0,4,1.38629436111989,0.133055555555556
"184","pilot30","4/29","1",1619758213772043,"c3a9b648f0f3117f444defb7c9185e31",16,704,63,0,0,7,0,0,0,1,0,0,3,1.09861228866811,0.195555555555556
"185","pilot30","4/30","1",1619850356647007,"c3a9b648f0f3117f444defb7c9185e31",11,393,46,0,0,8,0,0,0,1,0,0,4,1.38629436111989,0.109166666666667
"186","pilot31","05/06","3",1620371880372004,"e747ad120771d1c4a67147bef60b2eb1",24,580,8,0,0,0,0,0,0,5,0,0,1,0,0.161111111111111
"187","pilot31","05/10","3",1620711026757016,"e747ad120771d1c4a67147bef60b2eb1",13,406,19,0,0,0,0,0,0,0,0,0,1,0,0.112777777777778
"188","pilot32","05/01","1",1619927856076029,"869d30a2cd250a4ece5616f5ad655189",6,265,31,0,0,1,0,0,1,1,0,0,3,1.09861228866811,0.0736111111111111
"189","pilot32","05/02","1",1620016818246011,"869d30a2cd250a4ece5616f5ad655189",6,420,31,0,0,1,1,0,1,2,0,0,2,0.693147180559945,0.116666666666667
"190","pilot32","05/04","1",1.62012e+15,"869d30a2cd250a4ece5616f5ad655189",2,855,22,0,0,7,3,0,1,5,0,0,3,1.09861228866811,0.2375
"191","pilot32","05/05","1",1620204255594063,"869d30a2cd250a4ece5616f5ad655189",7,907,22,0,0,7,3,0,1,8,0,0,2,0.693147180559945,0.251944444444444
"192","pilot34","05/01","1",1619910857952009,"eda0ab8fd32fbfaa57c9f4d3dcca0568",3,314,10,0,0,0,0,0,0,0,0,0,1,0,0.0872222222222222
"193","pilot34","05/04","3",1620173870481005,"eda0ab8fd32fbfaa57c9f4d3dcca0568",5,534,98,0,0,1,0,0,0,2,1,0,1,0,0.148333333333333
"194","pilot34","05/08","3",1620498918948013,"eda0ab8fd32fbfaa57c9f4d3dcca0568",3,223,46,0,0,0,0,0,0,3,0,0,1,0,0.0619444444444444
"195","pilot34","05/15","0",1621131972503017,"eda0ab8fd32fbfaa57c9f4d3dcca0568",4,289,8,0,0,0,0,0,0,NA,NA,NA,1,0,0.0802777777777778
"196","pilot34","05/17","0",1621279294649005,"eda0ab8fd32fbfaa57c9f4d3dcca0568",5,235,16,0,0,0,0,0,0,NA,NA,NA,1,0,0.0652777777777778
"197","pilot34","05/19","2",1621466280609016,"eda0ab8fd32fbfaa57c9f4d3dcca0568",3,235,38,0,0,1,0,0,0,NA,NA,NA,1,0,0.0652777777777778
"198","pilot34","05/21","2",1621641280575011,"eda0ab8fd32fbfaa57c9f4d3dcca0568",3,218,38,0,0,1,0,0,0,NA,NA,NA,1,0,0.0605555555555556
"199","pilot34","05/24","2",1621919285013025,"eda0ab8fd32fbfaa57c9f4d3dcca0568",1,232,38,0,0,0,0,0,0,NA,NA,NA,1,0,0.0644444444444444
"200","pilot34","4/26","1",1619492333604015,"eda0ab8fd32fbfaa57c9f4d3dcca0568",9,1173,30,0,0,0,0,1,0,4,0,0,1,0,0.325833333333333
"201","pilot34","4/27","1",1619573829343031,"eda0ab8fd32fbfaa57c9f4d3dcca0568",6,493,30,0,0,1,0,1,0,4,0,0,1,0,0.136944444444444
"202","pilot34","4/29","1",1619735732714018,"eda0ab8fd32fbfaa57c9f4d3dcca0568",3,656,11,0,0,0,0,0,0,2,0,0,1,0,0.182222222222222
"203","pilot41","05/10","3",1620711691927032,"52dd7b579d8d9cb93c8e4b193508ce40",4,130,21,0,0,0,0,0,0,4,0,0,1,0,0.0361111111111111
"204","pilot41","05/24","2",1621924809876003,"52dd7b579d8d9cb93c8e4b193508ce40",25,2151,53,0,0,1,0,0,0,NA,NA,NA,1,0,0.5975
"205","pilot41","4/26","2",1619470699744123,"87b82289978d6667cbf0273586766d0a",20,731,43,0,0,0,0,0,0,NA,NA,NA,5,1.6094379124341,0.203055555555556
"206","pilot42","05/01","2",1619904297740151,"db963a70c087daa26b3692880e9749c2",3,1263,9,0,2,1,0,0,0,NA,NA,NA,2.5,0.916290731874155,0.350833333333333
"207","pilot42","05/12","3",1620875562205039,"db963a70c087daa26b3692880e9749c2",17,3048,19,0,0,0,0,0,0,2,0,7,3.5,1.25276296849537,0.846666666666667
"208","pilot42","05/17","3",1621294712034006,"db963a70c087daa26b3692880e9749c2",3,952,38,0,0,0,0,0,0,0,0,1,4,1.38629436111989,0.264444444444444
"209","pilot42","05/21","1",1621589877874009,"db963a70c087daa26b3692880e9749c2",6,929,39,0,0,0,0,0,0,1,0,1,5,1.6094379124341,0.258055555555556
"210","pilot42","4/26","2",1619462566113082,"db963a70c087daa26b3692880e9749c2",9,525,23,0,0,0,0,0,0,NA,NA,NA,4,1.38629436111989,0.145833333333333
"211","pilot42","4/27","2",1619577744019016,"db963a70c087daa26b3692880e9749c2",3,924,23,0,0,0,0,0,0,NA,NA,NA,3.5,1.25276296849537,0.256666666666667
"212","pilot43","4/26","2",1619469102167126,"751c846247b8b22cbc92da9a112a2996",11,479,27,0,0,0,0,0,0,NA,NA,NA,1,0,0.133055555555556
"213","pilot44","05/06","0",1620350893667007,"8e5cab790df3d6178f3ebe72c0aa8bd0",5,310,27,0,0,4,0,0,0,NA,NA,NA,4,1.38629436111989,0.0861111111111111
"214","pilot44","05/11","3",1.62074e+15,"8e5cab790df3d6178f3ebe72c0aa8bd0",2,297,90,0,0,2,0,0,0,1,0,0,2,0.693147180559945,0.0825
"215","pilot44","05/13","3",1620951908805064,"8e5cab790df3d6178f3ebe72c0aa8bd0",6,518,73,0,0,3,0,0,0,0,0,2,1,0,0.143888888888889
"216","pilot44","05/14","3",1621029671539002,"8e5cab790df3d6178f3ebe72c0aa8bd0",2,559,73,0,1,3,0,0,0,0,0,0,1,0,0.155277777777778
"217","pilot44","05/16","3",1621188007982003,"8e5cab790df3d6178f3ebe72c0aa8bd0",2,599,72,0,0,4,0,0,0,0,0,0,1,0,0.166388888888889
"218","pilot44","05/24","1",1621927085992001,"8e5cab790df3d6178f3ebe72c0aa8bd0",2,303,11,0,0,3,0,0,0,1,0,0,4,1.38629436111989,0.0841666666666667
"219","pilot44","4/26","2",1619505371300013,"8e5cab790df3d6178f3ebe72c0aa8bd0",5,412,71,0,0,1,0,0,0,NA,NA,NA,4,1.38629436111989,0.114444444444444
"220","pilot44","4/28","2",1619670436226005,"8e5cab790df3d6178f3ebe72c0aa8bd0",8,1013,139,0,0,8,0,0,0,NA,NA,NA,2,0.693147180559945,0.281388888888889
"221","pilot44","4/29","2",1619759368161012,"8e5cab790df3d6178f3ebe72c0aa8bd0",4,377,81,0,0,8,0,0,0,NA,NA,NA,1,0,0.104722222222222
"222","pilot45","05/01","2",1619926008230006,"2ae9a31a2f536a7372a8f634647fb88b",3,356,286,0,3,3,0,0,0,NA,NA,NA,1,0,0.0988888888888889
"223","pilot45","05/05","0",1620264615717004,"2ae9a31a2f536a7372a8f634647fb88b",4,1109,22,0,1,2,0,1,0,NA,NA,NA,1,0,0.308055555555556
"224","pilot45","05/09","0",1620592309280059,"2ae9a31a2f536a7372a8f634647fb88b",2,1693,22,0,3,6,0,0,0,NA,NA,NA,1,0,0.470277777777778
"225","pilot45","05/12","3",1620880867793014,"2ae9a31a2f536a7372a8f634647fb88b",1,756,637,0,0,3,0,0,0,2,0,0,1,0,0.21
"226","pilot45","05/13","3",1620968965355048,"2ae9a31a2f536a7372a8f634647fb88b",1,563,31,0,0,5,1,0,0,6,0,0,1,0,0.156388888888889
"227","pilot45","05/17","3",1.62129e+15,"2ae9a31a2f536a7372a8f634647fb88b",2,1732,32,0,1,5,1,0,0,6,0,0,1,0,0.481111111111111
"228","pilot45","05/19","1",1621485803594026,"2ae9a31a2f536a7372a8f634647fb88b",1,1327,2648,0,1,7,1,0,0,1,0,0,1,0,0.368611111111111
"229","pilot45","05/20","1",1621572519052006,"2ae9a31a2f536a7372a8f634647fb88b",3,812,2648,0,0,7,1,0,0,1,0,0,1,0,0.225555555555556
"230","pilot45","05/23","1",1621805056187023,"2ae9a31a2f536a7372a8f634647fb88b",1,864,9,0,0,10,2,0,0,0,0,0,1,0,0.24
"231","pilot45","4/26","2",1619474571211062,"2ae9a31a2f536a7372a8f634647fb88b",2,534,19,0,0,0,0,0,0,NA,NA,NA,1,0,0.148333333333333
"232","pilot45","4/27","2",1619576964285078,"2ae9a31a2f536a7372a8f634647fb88b",1,624,22,0,1,4,0,0,0,NA,NA,NA,1,0,0.173333333333333
"233","pilot45","4/29","2",1619747198213013,"2ae9a31a2f536a7372a8f634647fb88b",8,1197,45,0,3,6,0,1,0,NA,NA,NA,1,0,0.3325
"234","pilot46","05/10","2",1620685870114003,"87b82289978d6667cbf0273586766d0a",5,319,23,0,0,0,0,0,0,NA,NA,NA,1,0,0.0886111111111111
"235","pilot46","05/15","3",1621145461867044,"1a1e020d3974c8b5141e46ef842bc354",3,386,20,0,0,2,0,0,0,1,0,0,1,0,0.107222222222222
"236","pilot46","05/17","3",1621321038377005,"1a1e020d3974c8b5141e46ef842bc354",10,952,0,0,0,1,0,0,0,19,0,1,1,0,0.264444444444444
"237","pilot46","05/18","3",1621363752271011,"1a1e020d3974c8b5141e46ef842bc354",17,1652,0,0,0,0,0,0,0,20,0,3,1,0,0.458888888888889
"238","pilot46","05/20","1",1621543880243099,"1a1e020d3974c8b5141e46ef842bc354",20,1357,68,0,0,0,0,0,0,0,0,1,1,0,0.376944444444444
"239","pilot46","05/22","1",1621691541486014,"1a1e020d3974c8b5141e46ef842bc354",5,380,68,0,0,0,0,0,0,1,0,1,1,0,0.105555555555556
"240","pilot46","05/24","1",1621923738755019,"1a1e020d3974c8b5141e46ef842bc354",6,940,29,0,0,0,0,0,0,3,0,0,1,0,0.261111111111111
"241","pilot46","05/25","1",1621973405188007,"1a1e020d3974c8b5141e46ef842bc354",5,373,25,0,0,1,0,0,0,5,0,0,1,0,0.103611111111111
"242","pilot46","4/26","2",1.61951e+15,"852a0d5d1baac5cd9886920e31bd3130",8,441,18,0,0,0,0,0,0,NA,NA,NA,1,0,0.1225
"243","pilot46","4/27","2",1619561637507021,"852a0d5d1baac5cd9886920e31bd3130",29,2719,18,0,0,0,0,0,0,NA,NA,NA,1,0,0.755277777777778
"244","pilot46","4/28","2",1619645531105129,"852a0d5d1baac5cd9886920e31bd3130",28,3056,18,1,0,1,0,0,0,NA,NA,NA,1,0,0.848888888888889
"245","pilot46","4/29","2",1619752277393009,"852a0d5d1baac5cd9886920e31bd3130",13,429,0,1,0,1,0,0,0,NA,NA,NA,1,0,0.119166666666667
"246","pilot46","4/30","2",1619853618332001,"852a0d5d1baac5cd9886920e31bd3130",12,632,0,1,0,1,0,0,0,NA,NA,NA,1,0,0.175555555555556
"247","pilot47","05/02","2",1620007884188006,"eba64b8ab226a933f40eb57c9cc7d51e",6,994,108,0,0,0,0,0,0,NA,NA,NA,1,0,0.276111111111111
"248","pilot47","05/03","2",1620089960534014,"eba64b8ab226a933f40eb57c9cc7d51e",2,348,108,0,0,0,0,0,0,NA,NA,NA,5,1.6094379124341,0.0966666666666667
"249","pilot47","05/10","0",1620709000198006,"eba64b8ab226a933f40eb57c9cc7d51e",5,678,21,0,0,0,0,0,0,NA,NA,NA,5,1.6094379124341,0.188333333333333
"250","pilot47","05/13","0",1620957603199005,"3529992dd61b8637acc458bfb2648d85",6,869,18,0,0,0,0,0,0,NA,NA,NA,5,1.6094379124341,0.241388888888889
"251","pilot47","05/14","0",1621017104941014,"3529992dd61b8637acc458bfb2648d85",2,312,18,0,0,0,0,0,0,NA,NA,NA,5,1.6094379124341,0.0866666666666667
"252","pilot47","05/17","0",1621298013585007,"3529992dd61b8637acc458bfb2648d85",3,671,8,0,0,0,0,0,0,NA,NA,NA,5,1.6094379124341,0.186388888888889
"253","pilot47","05/18","0",1621397961242007,"3529992dd61b8637acc458bfb2648d85",2,816,9,0,0,1,0,0,0,NA,NA,NA,5,1.6094379124341,0.226666666666667
"254","pilot47","05/19","0",1621471136666006,"3529992dd61b8637acc458bfb2648d85",12,1411,48,0,0,1,0,0,0,NA,NA,NA,5,1.6094379124341,0.391944444444444
"255","pilot47","05/20","3",1621566180844005,"3529992dd61b8637acc458bfb2648d85",9,1276,81,1,0,3,0,0,0,6,1,0,5,1.6094379124341,0.354444444444444
"256","pilot47","05/23","3",1621824636292036,"3529992dd61b8637acc458bfb2648d85",3,368,39,0,0,1,0,0,0,3,0,0,5,1.6094379124341,0.102222222222222
"257","pilot47","05/24","3",1621902964046018,"3529992dd61b8637acc458bfb2648d85",3,654,19,0,0,0,0,0,0,3,0,0,5,1.6094379124341,0.181666666666667
"258","pilot47","05/25","3",1621991878260014,"3529992dd61b8637acc458bfb2648d85",6,753,0,0,0,0,0,0,0,2,0,0,5,1.6094379124341,0.209166666666667
"259","pilot47","05/26","3",1622070123944012,"3529992dd61b8637acc458bfb2648d85",5,677,19,0,0,0,0,0,0,3,0,0,5,1.6094379124341,0.188055555555556
"260","pilot47","05/27","3",1622131189847013,"3529992dd61b8637acc458bfb2648d85",2,871,19,0,0,0,0,0,0,3,0,0,5,1.6094379124341,0.241944444444444
"261","pilot47","4/27","2",1619529110515122,"3529992dd61b8637acc458bfb2648d85",8,1504,5,0,0,0,0,1,0,NA,NA,NA,1,0,0.417777777777778
"262","pilot47","4/27","2",1619529110515122,"3529992dd61b8637acc458bfb2648d85",8,1504,5,0,0,0,0,1,0,NA,NA,NA,2,0.693147180559945,0.417777777777778
"263","pilot47","4/27","2",1619572258158019,"eba64b8ab226a933f40eb57c9cc7d51e",7,1153,78,0,0,0,0,0,0,NA,NA,NA,1,0,0.320277777777778
"264","pilot47","4/27","2",1619572258158019,"eba64b8ab226a933f40eb57c9cc7d51e",7,1153,78,0,0,0,0,0,0,NA,NA,NA,2,0.693147180559945,0.320277777777778
"265","pilot48","05/08","0",1620521555958014,"7d162e8294cbba0fdcbe79549253945c",5,923,51,0,0,0,0,0,0,NA,NA,NA,1,0,0.256388888888889
"266","pilot48","05/10","0",1.62069e+15,"7d162e8294cbba0fdcbe79549253945c",5,792,11,0,0,0,0,0,0,NA,NA,NA,1,0,0.22
"267","pilot48","05/12","3",1620870840842043,"7d162e8294cbba0fdcbe79549253945c",25,1649,133,0,0,0,3,3,0,5,0,3,1,0,0.458055555555556
"268","pilot48","05/13","3",1620957411530051,"7d162e8294cbba0fdcbe79549253945c",9,1926,133,0,0,0,3,3,0,5,0,3,1,0,0.535
"269","pilot48","05/14","3",1621055293424031,"7d162e8294cbba0fdcbe79549253945c",44,3773,283,1,1,0,2,17,0,2,0,13,1,0,1.04805555555556
"270","pilot48","05/15","3",1.62113e+15,"7d162e8294cbba0fdcbe79549253945c",16,1194,159,0,0,0,1,3,0,1,0,3,1,0,0.331666666666667
"271","pilot48","05/16","3",1.6212e+15,"7d162e8294cbba0fdcbe79549253945c",10,1189,177,0,1,0,2,9,0,2,0,4,1,0,0.330277777777778
"272","pilot48","05/17","3",1621289113450043,"7d162e8294cbba0fdcbe79549253945c",13,1259,93,0,0,0,2,2,0,1,0,2,1,0,0.349722222222222
"273","pilot48","05/18","3",1621383597755034,"7d162e8294cbba0fdcbe79549253945c",11,724,93,0,0,0,2,2,0,0,0,2,1,0,0.201111111111111
"274","pilot48","05/19","1",1621485860956101,"7d162e8294cbba0fdcbe79549253945c",19,2106,91,1,0,0,1,3,0,5,0,2,1,0,0.585
"275","pilot48","05/20","1",1621567449007003,"7d162e8294cbba0fdcbe79549253945c",17,2084,50,1,0,0,2,21,0,5,0,4,1,0,0.578888888888889
"276","pilot48","05/21","1",1621647501344238,"7d162e8294cbba0fdcbe79549253945c",20,3035,63,0,0,0,2,21,0,1,0,4,1,0,0.843055555555556
"277","pilot48","05/22","1",1621732497428059,"7d162e8294cbba0fdcbe79549253945c",34,2925,63,0,0,0,2,6,0,1,0,13,1,0,0.8125
"278","pilot48","05/23","1",1621823643641071,"7d162e8294cbba0fdcbe79549253945c",31,4610,67,0,0,0,1,14,0,1,0,13,1,0,1.28055555555556
"279","pilot48","05/24","1",1621904807306008,"7d162e8294cbba0fdcbe79549253945c",8,1329,67,0,0,0,1,14,0,1,0,9,1,0,0.369166666666667
"280","pilot48","05/25","1",1622007909404055,"7d162e8294cbba0fdcbe79549253945c",34,3712,81,0,0,0,3,9,0,1,0,12,1,0,1.03111111111111
"281","pilot48","4/27","2",1619557594708053,"7d162e8294cbba0fdcbe79549253945c",29,3998,55,0,0,0,0,5,0,NA,NA,NA,1,0,1.11055555555556
"282","pilot49","05/01","2",1619910075320001,"d4079d8d05e8fedefc4952ba620d6a13",4,630,88,0,0,0,0,1,5,NA,NA,NA,1,0,0.175
"283","pilot49","05/03","2",1620107340270036,"d4079d8d05e8fedefc4952ba620d6a13",6,2590,192,0,0,0,0,1,0,NA,NA,NA,1,0,0.719444444444444
"284","pilot49","05/04","2",1620156413718011,"d4079d8d05e8fedefc4952ba620d6a13",13,8262,563,0,0,0,0,0,0,NA,NA,NA,1,0,2.295
"285","pilot49","05/07","0",1620425970671099,"d4079d8d05e8fedefc4952ba620d6a13",21,3160,13,0,0,0,0,0,1,NA,NA,NA,1,0,0.877777777777778
"286","pilot49","05/08","0",1620500919520031,"d4079d8d05e8fedefc4952ba620d6a13",6,1550,12,0,0,0,0,0,0,NA,NA,NA,1,0,0.430555555555556
"287","pilot49","05/09","0",1620616020098076,"d4079d8d05e8fedefc4952ba620d6a13",25,8336,29,0,0,0,0,0,0,NA,NA,NA,1,0,2.31555555555556
"288","pilot49","05/12","3",1620843484186011,"d4079d8d05e8fedefc4952ba620d6a13",11,5462,185,0,0,2,0,1,0,10,0,4,1,0,1.51722222222222
"289","pilot49","05/13","3",1620931168770086,"d4079d8d05e8fedefc4952ba620d6a13",8,3362,896,0,0,0,0,0,0,3,1,3,2,0.693147180559945,0.933888888888889
"290","pilot49","05/14","3",1621017372097004,"d4079d8d05e8fedefc4952ba620d6a13",5,3797,896,0,0,0,0,0,0,8,1,4,1,0,1.05472222222222
"291","pilot49","05/15","3",1621117460043004,"d4079d8d05e8fedefc4952ba620d6a13",3,971,126,0,0,0,0,0,0,8,0,4,1,0,0.269722222222222
"292","pilot49","05/16","3",1621199195642065,"d4079d8d05e8fedefc4952ba620d6a13",5,3236,93,0,0,0,0,0,0,5,0,2,1,0,0.898888888888889
"293","pilot49","05/18","3",1621369769391001,"d4079d8d05e8fedefc4952ba620d6a13",6,4814,92,0,0,0,0,0,0,5,0,2,1,0,1.33722222222222
"294","pilot49","05/19","1",1621446263750009,"d4079d8d05e8fedefc4952ba620d6a13",5,3499,92,0,0,0,0,0,0,2,0,2,3,1.09861228866811,0.971944444444444
"295","pilot49","05/23","1",1621806911987002,"d4079d8d05e8fedefc4952ba620d6a13",8,3521,11,0,0,1,0,0,0,2,0,2,1,0,0.978055555555556
"296","pilot49","05/24","1",1621882294819002,"d4079d8d05e8fedefc4952ba620d6a13",2,2420,11,0,0,1,0,0,0,2,0,2,1,0,0.672222222222222
"297","pilot49","4/27","2",1.61959e+15,"d4079d8d05e8fedefc4952ba620d6a13",12,2503,50,0,0,0,0,13,5,NA,NA,NA,1,0,0.695277777777778
"298","pilot50","05/01","2",1619935283276004,"ba192efacbc6b0ab898f906a7be6a8b6",9,1469,79,0,0,1,1,0,1,NA,NA,NA,1,0,0.408055555555556
"299","pilot50","05/04","2",1.62019e+15,"ba192efacbc6b0ab898f906a7be6a8b6",12,2694,76,0,0,5,2,0,0,NA,NA,NA,1,0,0.748333333333333
"300","pilot50","05/07","0",1620430328455116,"ba192efacbc6b0ab898f906a7be6a8b6",4,2779,32,0,1,0,0,0,1,NA,NA,NA,1,0,0.771944444444444
"301","pilot50","05/10","0",1620694368897063,"ba192efacbc6b0ab898f906a7be6a8b6",7,974,55,0,1,0,0,0,0,NA,NA,NA,1,0,0.270555555555556
"302","pilot50","05/12","3",1620885827137002,"ba192efacbc6b0ab898f906a7be6a8b6",11,1522,74,0,0,0,0,0,0,3,0,1,1,0,0.422777777777778
"303","pilot50","05/17","3",1621283838131004,"ba192efacbc6b0ab898f906a7be6a8b6",6,1086,51,0,0,0,0,0,0,0,1,0,1,0,0.301666666666667
"304","pilot50","05/20","1",1621579296245072,"ba192efacbc6b0ab898f906a7be6a8b6",8,2359,84,0,0,1,0,0,0,2,0,1,1,0,0.655277777777778
"305","pilot50","05/23","1",1621798219786004,"ba192efacbc6b0ab898f906a7be6a8b6",3,844,19,0,0,1,0,0,0,1,0,0,1,0,0.234444444444444
"306","pilot50","05/26","1",1622052601881004,"ba192efacbc6b0ab898f906a7be6a8b6",6,519,30,0,0,0,0,0,0,1,0,1,1,0,0.144166666666667
"307","pilot50","4/27","2",1619584592158012,"ba192efacbc6b0ab898f906a7be6a8b6",12,1434,21,0,0,0,0,0,0,NA,NA,NA,1,0,0.398333333333333
"308","pilot50","4/29","2",1619753848321194,"ba192efacbc6b0ab898f906a7be6a8b6",6,2844,75,0,0,1,1,0,1,NA,NA,NA,1,0,0.79
"309","pilot52","05/01","2",1619903461083004,"7e93235aca500a266ce2d4271740eb1b",16,1477,0,2,0,1,0,2,1,NA,NA,NA,4,1.38629436111989,0.410277777777778
"311","pilot61","05/01","0",1619920736405001,"febe816670e1910e67cb01f4933dc556",24,1101,43,0,0,3,0,0,0,NA,NA,NA,3,1.09861228866811,0.305833333333333
"312","pilot61","05/02","0",1620010121190005,"febe816670e1910e67cb01f4933dc556",13,307,47,0,0,3,0,0,0,NA,NA,NA,3,1.09861228866811,0.0852777777777778
"313","pilot61","05/04","1",1620170107090019,"febe816670e1910e67cb01f4933dc556",11,1091,53,0,0,2,0,0,0,2,1,4,3,1.09861228866811,0.303055555555556
"314","pilot61","05/05","1",1.62025e+15,"febe816670e1910e67cb01f4933dc556",13,1467,42,0,0,2,0,0,0,0,0,4,3,1.09861228866811,0.4075
"315","pilot61","05/07","1",1620430303808017,"febe816670e1910e67cb01f4933dc556",9,805,32,0,0,0,0,0,0,0,0,0,3,1.09861228866811,0.223611111111111
"316","pilot61","05/08","1",1620508667446006,"febe816670e1910e67cb01f4933dc556",8,523,32,0,0,0,0,0,0,0,0,0,3,1.09861228866811,0.145277777777778
"317","pilot61","05/09","1",1620611197309007,"febe816670e1910e67cb01f4933dc556",11,781,26,0,0,0,0,0,0,0,0,0,3,1.09861228866811,0.216944444444444
"318","pilot61","05/16","2",1621210163945016,"febe816670e1910e67cb01f4933dc556",4,397,57,0,0,0,0,0,0,NA,NA,NA,3,1.09861228866811,0.110277777777778
"319","pilot61","05/17","2",1621306711923001,"febe816670e1910e67cb01f4933dc556",5,204,57,0,0,0,0,0,0,NA,NA,NA,3,1.09861228866811,0.0566666666666667
"320","pilot61","4/28","0",1619659786481017,"febe816670e1910e67cb01f4933dc556",8,1114,29,0,0,1,1,0,0,NA,NA,NA,5,1.6094379124341,0.309444444444444
"321","pilot61","4/29","0",1619739621529002,"febe816670e1910e67cb01f4933dc556",8,245,29,0,0,1,1,0,0,NA,NA,NA,2,0.693147180559945,0.0680555555555555
"322","pilot61","4/30","0",1619805497994007,"febe816670e1910e67cb01f4933dc556",6,239,21,0,0,0,0,0,0,NA,NA,NA,2,0.693147180559945,0.0663888888888889
"323","pilot62","05/04","1",1620163869708021,"afbafaba79aca52511bd0a8ccabff1a5",4,528,7,1,0,6,1,1,0,5,0,0,1,0,0.146666666666667
"324","pilot62","05/07","1",1620379668849032,"afbafaba79aca52511bd0a8ccabff1a5",1,256,25,0,0,7,1,0,0,3,0,0,1,0,0.0711111111111111
"325","pilot62","05/08","1",1620514363086026,"afbafaba79aca52511bd0a8ccabff1a5",8,736,16,1,0,35,0,1,0,6,0,0,1,0,0.204444444444444
"326","pilot62","05/09","1",1620629579712047,"afbafaba79aca52511bd0a8ccabff1a5",9,1736,16,1,0,35,0,1,0,6,1,1,1,0,0.482222222222222
"327","pilot62","05/10","1",1620672498639286,"afbafaba79aca52511bd0a8ccabff1a5",47,7634,16,0,0,8,0,3,0,2,1,9,1.8,0.587786664902119,2.12055555555556
"328","pilot62","05/11","2",1620775166210058,"afbafaba79aca52511bd0a8ccabff1a5",24,2777,6,0,0,3,0,0,0,NA,NA,NA,1,0,0.771388888888889
"329","pilot62","05/13","2",1620943867053164,"afbafaba79aca52511bd0a8ccabff1a5",8,2658,5,0,0,1,0,0,0,NA,NA,NA,1,0,0.738333333333333
"330","pilot62","05/15","2",1621114071345018,"afbafaba79aca52511bd0a8ccabff1a5",5,649,6,0,0,0,0,0,0,NA,NA,NA,1,0,0.180277777777778
"331","pilot62","05/17","3",1621293784439041,"afbafaba79aca52511bd0a8ccabff1a5",5,287,14,0,0,0,0,0,0,1,0,0,1,0,0.0797222222222222
