"","pid","date","condition","tstamp","uid","opens","consumetime","newtweets","compose","reply","likes","retweet","follow","unfollow","statPageView","dialogExit","dialogIgnore","avgAttentionScore","logAtnScore","consumetimeHours"
"332","pilot62","05/19","3",1621491918570011,"afbafaba79aca52511bd0a8ccabff1a5",5,1902,9,0,0,2,0,0,0,2,0,0,1,0,0.528333333333333
"333","pilot62","05/20","3",1621580300873001,"afbafaba79aca52511bd0a8ccabff1a5",9,2980,2,0,0,4,0,1,0,0,0,4,1.5,0.405465108108164,0.827777777777778
"334","pilot62","05/21","3",1621669969729001,"afbafaba79aca52511bd0a8ccabff1a5",10,1059,1,0,0,3,0,1,0,0,0,2,1,0,0.294166666666667
"335","pilot62","05/23","3",1621811252940006,"afbafaba79aca52511bd0a8ccabff1a5",10,3867,3,0,0,1,0,0,0,0,0,2,1,0,1.07416666666667
"336","pilot62","05/27","0",1622144301318017,"afbafaba79aca52511bd0a8ccabff1a5",7,973,15,0,0,0,0,0,0,NA,NA,NA,1,0,0.270277777777778
"337","pilot62","4/26","0",1619483010652013,"afbafaba79aca52511bd0a8ccabff1a5",16,424,20,0,0,0,0,0,0,NA,NA,NA,1,0,0.117777777777778
"338","pilot62","4/26","0",1619469918166064,"afbafaba79aca52511bd0a8ccabff1a5",12,279,19,0,0,0,0,0,0,NA,NA,NA,1,0,0.0775
"339","pilot62","4/27","0",1619567007175009,"afbafaba79aca52511bd0a8ccabff1a5",2,504,20,1,0,1,1,1,0,NA,NA,NA,1,0,0.14
"340","pilot63","05/04","1",1620195214051104,"01bd14a25be3923cbd3a9d31680702fe",12,646,43,1,5,42,39,1,0,2,0,0,1,0,0.179444444444444
"341","pilot63","05/05","1",1620284080574111,"01bd14a25be3923cbd3a9d31680702fe",13,1141,41,2,10,4,0,1,1,0,0,1,1.5,0.405465108108164,0.316944444444444
"342","pilot63","05/12","2",1620852271844107,"01bd14a25be3923cbd3a9d31680702fe",8,920,70,1,8,24,23,4,0,NA,NA,NA,1,0,0.255555555555556
"343","pilot63","05/13","2",1620952072411081,"01bd14a25be3923cbd3a9d31680702fe",2,470,70,0,5,24,23,4,0,NA,NA,NA,1,0,0.130555555555556
"344","pilot63","05/14","2",1621062280027007,"01bd14a25be3923cbd3a9d31680702fe",14,519,58,2,10,9,6,0,0,NA,NA,NA,1,0,0.144166666666667
"345","pilot63","05/16","2",1621226627015055,"01bd14a25be3923cbd3a9d31680702fe",17,821,40,3,10,0,0,1,0,NA,NA,NA,1,0,0.228055555555556
"346","pilot63","05/18","3",1621408835259126,"01bd14a25be3923cbd3a9d31680702fe",4,643,72,0,10,17,18,0,0,1,0,0,1,0,0.178611111111111
"347","pilot63","05/19","3",1621494862198112,"01bd14a25be3923cbd3a9d31680702fe",7,461,40,0,10,8,5,0,0,0,0,0,1,0,0.128055555555556
"348","pilot63","05/21","3",1621647653067068,"01bd14a25be3923cbd3a9d31680702fe",1,404,82,1,8,10,16,0,0,0,0,0,1,0,0.112222222222222
"349","pilot63","05/23","3",1621800450648008,"01bd14a25be3923cbd3a9d31680702fe",9,709,76,1,6,4,4,0,1,0,0,0,1,0,0.196944444444444
"350","pilot63","05/24","3",1621902701225006,"01bd14a25be3923cbd3a9d31680702fe",4,368,76,1,6,0,4,0,1,0,0,0,1,0,0.102222222222222
"351","pilot63","4/27","0",1619557403455042,"01bd14a25be3923cbd3a9d31680702fe",5,864,53,1,5,1,2,0,0,NA,NA,NA,2,0.693147180559945,0.24
"352","pilot63","4/28","0",1619648843735018,"01bd14a25be3923cbd3a9d31680702fe",8,639,33,4,5,8,6,0,0,NA,NA,NA,1,0,0.1775
"353","pilot63","4/29","0",1.61972e+15,"01bd14a25be3923cbd3a9d31680702fe",5,826,33,4,3,8,6,0,0,NA,NA,NA,1,0,0.229444444444444
"354","pilot63","4/30","0",1619830484532016,"01bd14a25be3923cbd3a9d31680702fe",13,1554,73,2,5,7,3,0,0,NA,NA,NA,1,0,0.431666666666667
"355","pilot64","05/05","1",1620260164757065,"866547ef723e4630e5ec97cf9f92259f",2,382,5,0,0,1,0,1,0,2,0,0,4,1.38629436111989,0.106111111111111
"356","pilot64","05/09","1",1620608670742015,"866547ef723e4630e5ec97cf9f92259f",2,470,14,0,0,1,0,0,0,1,0,0,2,0.693147180559945,0.130555555555556
"357","pilot64","05/11","2",1620780628309096,"866547ef723e4630e5ec97cf9f92259f",10,635,32,0,0,0,0,5,0,NA,NA,NA,1,0,0.176388888888889
"358","pilot64","05/12","2",1620867718475007,"866547ef723e4630e5ec97cf9f92259f",3,345,36,0,0,0,0,1,0,NA,NA,NA,3,1.09861228866811,0.0958333333333333
"359","pilot64","05/13","2",1.62095e+15,"866547ef723e4630e5ec97cf9f92259f",5,210,39,0,0,0,0,0,0,NA,NA,NA,4,1.38629436111989,0.0583333333333333
"360","pilot64","05/17","3",1621295950638109,"866547ef723e4630e5ec97cf9f92259f",5,384,21,0,0,0,0,0,0,3,0,0,2,0.693147180559945,0.106666666666667
"361","pilot64","05/18","3",1.62139e+15,"866547ef723e4630e5ec97cf9f92259f",5,567,39,0,0,3,0,0,0,3,0,0,3,1.09861228866811,0.1575
"362","pilot64","05/21","3",1621645371353018,"866547ef723e4630e5ec97cf9f92259f",6,389,38,0,0,2,0,0,0,3,0,0,4,1.38629436111989,0.108055555555556
"363","pilot64","05/23","3",1621817003331038,"866547ef723e4630e5ec97cf9f92259f",3,274,39,0,0,2,0,0,0,1,0,0,4,1.38629436111989,0.0761111111111111
"364","pilot64","4/26","0",1619485109990007,"866547ef723e4630e5ec97cf9f92259f",8,433,23,0,0,0,0,2,0,NA,NA,NA,1,0,0.120277777777778
"365","pilot64","4/26","0",1619473708271015,"adabb1342dd9891f94faa812ef48c497",3,33,4,0,0,0,0,0,0,NA,NA,NA,1,0,0.00916666666666667
"366","pilot64","4/26","0",1619473236484017,"dc115c3a9deaa3dc6775d85941308bd3",4,43,19,0,0,0,0,0,0,NA,NA,NA,1,0,0.0119444444444444
"367","pilot64","4/26","0",1619474461208014,"866547ef723e4630e5ec97cf9f92259f",3,27,19,0,0,0,0,0,0,NA,NA,NA,1,0,0.0075
"368","pilot64","4/26","0",1619473409054061,"dc115c3a9deaa3dc6775d85941308bd3",6,140,19,0,0,0,0,0,0,NA,NA,NA,1,0,0.0388888888888889
"369","pilot64","4/27","0",1619571584673005,"866547ef723e4630e5ec97cf9f92259f",5,502,23,0,0,3,0,2,0,NA,NA,NA,1,0,0.139444444444444
"370","pilot65","05/01","0",1619928415012091,"be67d3fa613718251db678d8f564bf78",2,301,4,0,0,4,1,0,0,NA,NA,NA,1,0,0.0836111111111111
"371","pilot65","05/05","1",1.62027e+15,"be67d3fa613718251db678d8f564bf78",4,1024,20,1,0,11,6,38,0,4,0,1,1,0,0.284444444444444
"372","pilot65","05/06","1",1620358151771096,"be67d3fa613718251db678d8f564bf78",1,845,20,1,0,11,6,38,0,4,0,1,1,0,0.234722222222222
"373","pilot65","05/07","1",1620437548661031,"be67d3fa613718251db678d8f564bf78",3,452,17,0,1,8,3,1,0,3,0,0,1,0,0.125555555555556
"374","pilot65","05/08","1",1620529146792022,"be67d3fa613718251db678d8f564bf78",1,422,29,0,1,11,3,0,0,3,0,0,1,0,0.117222222222222
"375","pilot65","05/09","1",1620624677661078,"be67d3fa613718251db678d8f564bf78",4,637,30,0,0,11,3,3,0,2,0,0,1,0,0.176944444444444
"376","pilot65","05/10","1",1620708026292118,"be67d3fa613718251db678d8f564bf78",5,798,34,0,0,9,3,3,0,2,0,0,1,0,0.221666666666667
"377","pilot65","05/12","2",1620880623281304,"be67d3fa613718251db678d8f564bf78",6,596,4,0,0,9,4,5,0,2,NA,NA,1,0,0.165555555555556
"378","pilot65","05/13","2",1620966838742112,"be67d3fa613718251db678d8f564bf78",1,450,69,0,0,9,4,5,0,NA,NA,NA,1,0,0.125
"379","pilot65","05/14","2",1621051556605021,"be67d3fa613718251db678d8f564bf78",3,764,153,0,0,8,3,0,0,NA,NA,NA,1,0,0.212222222222222
"380","pilot65","05/16","2",1621207085614019,"be67d3fa613718251db678d8f564bf78",1,244,78,0,0,2,0,0,0,NA,NA,NA,1,0,0.0677777777777778
"381","pilot65","05/17","2",1621311641815067,"be67d3fa613718251db678d8f564bf78",1,512,86,0,0,7,2,0,0,NA,NA,NA,1,0,0.142222222222222
"382","pilot65","05/21","3",1621663932287023,"be67d3fa613718251db678d8f564bf78",1,306,94,0,0,0,0,0,0,1,0,0,1,0,0.085
"383","pilot65","05/22","3",1621742974589026,"be67d3fa613718251db678d8f564bf78",2,1774,165,0,0,6,5,0,0,2,0,0,1,0,0.492777777777778
"384","pilot65","05/23","3",1621827993907098,"be67d3fa613718251db678d8f564bf78",2,958,115,0,0,5,3,0,0,6,0,0,1,0,0.266111111111111
"385","pilot65","05/25","3",1621993791505036,"be67d3fa613718251db678d8f564bf78",1,441,115,0,0,5,3,0,0,6,0,0,1,0,0.1225
"386","pilot65","4/26","0",1619488900178053,"be67d3fa613718251db678d8f564bf78",17,240,16,1,0,1,1,1,0,NA,NA,NA,5,1.6094379124341,0.0666666666666667
"387","pilot65","4/26","0",1619488435384006,"be67d3fa613718251db678d8f564bf78",12,63,15,0,0,0,0,0,0,NA,NA,NA,5,1.6094379124341,0.0175
"388","pilot65","4/27","0",1619588438212057,"be67d3fa613718251db678d8f564bf78",1,250,16,1,0,12,3,1,0,NA,NA,NA,1,0,0.0694444444444444
"389","pilot65","4/28","0",1619670786882092,"be67d3fa613718251db678d8f564bf78",1,508,4,0,0,12,3,0,0,NA,NA,NA,1,0,0.141111111111111
"390","pilot66","05/12","2",1620862901007266,"f7fe6e2e3a3e370a75038f467161337a",7,1011,8,0,0,0,0,0,0,NA,NA,NA,1,0,0.280833333333333
"391","pilot66","05/17","2",1621280111427035,"f7fe6e2e3a3e370a75038f467161337a",2,969,8,0,0,0,0,0,0,NA,NA,NA,1,0,0.269166666666667
"392","pilot66","05/19","2",1621461020025055,"f7fe6e2e3a3e370a75038f467161337a",4,632,8,0,0,0,0,0,0,NA,NA,NA,1,0,0.175555555555556
"393","pilot66","4/27","0",1619548099563042,"f7fe6e2e3a3e370a75038f467161337a",5,230,19,0,0,0,0,0,0,NA,NA,NA,1,0,0.0638888888888889
"394","pilot66","4/27","0",1619565557981009,"f7fe6e2e3a3e370a75038f467161337a",11,940,26,0,0,0,0,0,0,NA,NA,NA,1,0,0.261111111111111
"395","pilot68","05/02","0",1619976347916004,"e1d1e73fcd7f21afda0b07e7904ea061",3,371,29,0,0,0,0,0,0,NA,NA,NA,1,0,0.103055555555556
"396","pilot68","05/07","1",1620405906501003,"e1d1e73fcd7f21afda0b07e7904ea061",3,2266,43,0,0,2,0,0,0,0,0,0,1,0,0.629444444444444
"397","pilot68","05/09","1",1.6206e+15,"e1d1e73fcd7f21afda0b07e7904ea061",4,1302,51,0,0,2,0,0,0,0,0,2,1,0,0.361666666666667
"398","pilot68","05/10","1",1620701992185009,"e1d1e73fcd7f21afda0b07e7904ea061",2,2235,58,0,0,0,0,0,0,0,0,2,1,0,0.620833333333333
"399","pilot68","05/11","2",1620783992448118,"e1d1e73fcd7f21afda0b07e7904ea061",7,432,58,0,0,0,0,0,0,NA,NA,1,1,0,0.12
"400","pilot68","05/16","2",1621193293882027,"e1d1e73fcd7f21afda0b07e7904ea061",3,4066,83,0,0,0,0,0,0,NA,NA,NA,1,0,1.12944444444444
"401","pilot68","05/17","2",1621305903122024,"e1d1e73fcd7f21afda0b07e7904ea061",3,3837,83,0,0,0,0,0,0,NA,NA,NA,1,0,1.06583333333333
"402","pilot68","05/18","2",1.62139e+15,"e1d1e73fcd7f21afda0b07e7904ea061",2,255,79,0,0,0,0,0,0,NA,NA,NA,1,0,0.0708333333333333
"403","pilot68","05/20","3",1621562908840058,"e1d1e73fcd7f21afda0b07e7904ea061",1,399,63,0,0,0,0,0,0,2,0,0,2,0.693147180559945,0.110833333333333
"404","pilot68","05/24","3",1621913092625003,"e1d1e73fcd7f21afda0b07e7904ea061",4,2447,131,0,0,0,0,0,0,1,0,0,1,0,0.679722222222222
"405","pilot68","4/27","0",1.61955e+15,"e1d1e73fcd7f21afda0b07e7904ea061",2,1827,38,0,0,0,0,0,0,NA,NA,NA,1,0,0.5075
"406","pilot68","4/27","0",1619577675195016,"e1d1e73fcd7f21afda0b07e7904ea061",10,13461,235,0,0,1,0,0,0,NA,NA,NA,1,0,3.73916666666667
"407","pilot68","4/28","0",1619657790809031,"e1d1e73fcd7f21afda0b07e7904ea061",3,2981,235,0,0,1,0,0,0,NA,NA,NA,1.5,0.405465108108164,0.828055555555556
"408","pilot68","4/29","0",1619741227005004,"e1d1e73fcd7f21afda0b07e7904ea061",4,4377,36,0,0,1,0,0,0,NA,NA,NA,1.4,0.336472236621213,1.21583333333333
"409","pilot68","4/30","0",1619832324739003,"e1d1e73fcd7f21afda0b07e7904ea061",2,5109,36,0,0,2,0,0,0,NA,NA,NA,1.5,0.405465108108164,1.41916666666667
"410","pilot69","05/01","0",1619941009086003,"d978619bbbf6ecdd74f7d40bcb1a6eaf",10,4158,86,0,0,4,0,0,0,NA,NA,NA,1,0,1.155
"411","pilot69","05/02","0",1620028036729015,"d978619bbbf6ecdd74f7d40bcb1a6eaf",23,4977,120,0,0,5,1,0,0,NA,NA,NA,1,0,1.3825
"412","pilot69","05/03","0",1620056120409008,"d978619bbbf6ecdd74f7d40bcb1a6eaf",6,2303,48,0,0,0,0,0,0,NA,NA,NA,1,0,0.639722222222222
"413","pilot69","05/04","0",1620159222240009,"d978619bbbf6ecdd74f7d40bcb1a6eaf",28,1193,118,0,0,1,1,0,0,NA,NA,NA,1,0,0.331388888888889
"414","pilot69","05/05","1",1620286374841017,"d978619bbbf6ecdd74f7d40bcb1a6eaf",22,3560,102,0,0,6,0,0,0,5,1,7,1,0,0.988888888888889
"415","pilot69","05/06","1",1620371712819076,"d978619bbbf6ecdd74f7d40bcb1a6eaf",21,4665,88,0,0,4,0,0,0,2,0,12,1,0,1.29583333333333
"416","pilot69","05/07","1",1.62041e+15,"d978619bbbf6ecdd74f7d40bcb1a6eaf",21,1263,56,0,0,7,0,0,0,0,0,5,1,0,0.350833333333333
"417","pilot69","05/09","1",1.62063e+15,"d978619bbbf6ecdd74f7d40bcb1a6eaf",28,1908,105,0,0,4,3,0,0,2,0,6,1,0,0.53
"418","pilot69","05/10","1",1620677575051006,"d978619bbbf6ecdd74f7d40bcb1a6eaf",16,1515,105,0,0,1,0,0,0,3,0,3,1,0,0.420833333333333
"419","pilot69","05/12","2",1620885547544043,"d978619bbbf6ecdd74f7d40bcb1a6eaf",13,2204,117,0,0,3,0,0,0,1,NA,NA,1,0,0.612222222222222
"420","pilot69","05/13","2",1620920588587077,"d978619bbbf6ecdd74f7d40bcb1a6eaf",15,1794,617,0,0,2,1,0,0,NA,NA,NA,1,0,0.498333333333333
"421","pilot69","05/16","2",1621231385140003,"d978619bbbf6ecdd74f7d40bcb1a6eaf",11,485,189,0,0,2,1,0,0,NA,NA,NA,1,0,0.134722222222222
"422","pilot69","05/17","2",1621321209743008,"d978619bbbf6ecdd74f7d40bcb1a6eaf",19,1194,164,0,0,1,0,3,0,NA,NA,NA,1,0,0.331666666666667
"423","pilot69","05/18","2",1621406378335019,"d978619bbbf6ecdd74f7d40bcb1a6eaf",16,970,249,0,0,1,0,0,0,NA,NA,NA,1,0,0.269444444444444
"424","pilot69","05/22","0",1621714661021022,"9a342a5fd5dd7fee8d7e6a6371c6ecd2",22,1409,70,0,0,1,1,0,0,NA,NA,NA,1,0,0.391388888888889
"425","pilot69","05/22","0",1621686544795015,"9a342a5fd5dd7fee8d7e6a6371c6ecd2",3,50,19,0,0,0,0,0,0,NA,NA,NA,1,0,0.0138888888888889
"426","pilot69","05/24","3",1621928585778011,"5efd3fac6789abad165fa7177bdc44e0",16,1185,87,0,0,0,0,2,0,4,0,4,1,0,0.329166666666667
"427","pilot69","05/25","3",1622001226357006,"5efd3fac6789abad165fa7177bdc44e0",28,1467,168,0,0,0,0,0,0,3,0,7,1,0,0.4075
"428","pilot69","05/26","3",1622055062562021,"5efd3fac6789abad165fa7177bdc44e0",25,1166,90,0,0,0,0,0,0,3,0,2,1,0,0.323888888888889
"429","pilot69","05/27","3",1622183188650024,"5efd3fac6789abad165fa7177bdc44e0",5,266,90,0,0,0,0,0,0,3,0,2,1,0,0.0738888888888889
"430","pilot69","05/28","3",1622219422733126,"5efd3fac6789abad165fa7177bdc44e0",21,1465,93,0,0,0,0,0,0,2,0,1,1,0,0.406944444444444
"431","pilot69","05/29","3",1622316680604017,"5efd3fac6789abad165fa7177bdc44e0",18,875,93,0,0,2,1,0,0,2,0,1,1,0,0.243055555555556
"432","pilot69","4/28","0",1.61967e+15,"d978619bbbf6ecdd74f7d40bcb1a6eaf",41,3053,149,0,0,21,8,1,0,NA,NA,NA,1,0,0.848055555555556
"433","pilot69","4/29","0",1619727651875004,"d978619bbbf6ecdd74f7d40bcb1a6eaf",24,8108,209,0,0,6,2,0,0,NA,NA,NA,1,0,2.25222222222222
"434","pilot69","4/30","0",1619815494439011,"d978619bbbf6ecdd74f7d40bcb1a6eaf",16,979,209,0,0,6,2,0,0,NA,NA,NA,1,0,0.271944444444444
"435","pilot70","05/02","0",1619967025077009,"124f335f5b0c74205ea2fb98cefe348d",2,9,19,0,0,0,0,0,0,NA,NA,NA,1,0,0.0025
"436","pilot70","05/02","0",1620019592475041,"124f335f5b0c74205ea2fb98cefe348d",7,835,36,0,0,7,1,0,0,NA,NA,NA,1,0,0.231944444444444
"437","pilot70","05/04","0",1620175972224016,"124f335f5b0c74205ea2fb98cefe348d",9,519,27,0,0,4,0,0,0,NA,NA,NA,3,1.09861228866811,0.144166666666667
"438","pilot70","05/05","0",1620268503584061,"124f335f5b0c74205ea2fb98cefe348d",2,220,27,0,0,6,1,0,0,NA,NA,NA,1,0,0.0611111111111111
"439","pilot70","05/09","1",1620616712442043,"124f335f5b0c74205ea2fb98cefe348d",3,1100,28,0,0,6,1,1,0,1,0,1,3,1.09861228866811,0.305555555555556
"440","pilot70","05/10","1",1620699345134031,"124f335f5b0c74205ea2fb98cefe348d",10,1402,49,0,0,14,1,1,0,1,0,2,1,0,0.389444444444444
"441","pilot70","05/11","1",1620798214636049,"124f335f5b0c74205ea2fb98cefe348d",6,571,49,0,1,14,1,0,0,3,0,2,1,0,0.158611111111111
"442","pilot70","05/13","1",1620963107292011,"124f335f5b0c74205ea2fb98cefe348d",5,2222,82,0,0,10,1,0,0,5,0,0,1,0,0.617222222222222
"443","pilot70","05/19","2",1621439825072067,"124f335f5b0c74205ea2fb98cefe348d",2,283,15,0,0,2,0,0,0,NA,NA,NA,1,0,0.0786111111111111
"444","pilot70","05/21","2",1621623852578007,"124f335f5b0c74205ea2fb98cefe348d",2,436,41,0,0,4,1,0,0,NA,NA,NA,1,0,0.121111111111111
"445","pilot70","05/22","2",1621699149255026,"124f335f5b0c74205ea2fb98cefe348d",1,1226,41,0,0,4,1,0,0,NA,NA,NA,3,1.09861228866811,0.340555555555556
"446","pilot70","05/25","3",1621982171491005,"124f335f5b0c74205ea2fb98cefe348d",7,1534,46,0,0,4,2,0,0,2,0,1,1,0,0.426111111111111
"447","pilot70","4/28","0",1619669923157012,"64132dc36900fa8b5f903a5066cf8298",13,2034,91,0,0,5,2,0,0,NA,NA,NA,2,0.693147180559945,0.565
"448","pilot70","4/29","0",1619763967818023,"64132dc36900fa8b5f903a5066cf8298",3,525,91,0,0,5,2,0,0,NA,NA,NA,1,0,0.145833333333333
"449","pilot71","05/08","1",1620496866464009,"90ad715fc6cffcd31a271660b255f8bb",2,605,10,0,0,3,1,0,0,8,0,0,1,0,0.168055555555556
"450","pilot71","05/09","1",1620620857428091,"90ad715fc6cffcd31a271660b255f8bb",4,670,9,0,0,4,1,4,0,1,0,0,2,0.693147180559945,0.186111111111111
"451","pilot71","05/11","1",1620751998158044,"90ad715fc6cffcd31a271660b255f8bb",2,471,9,0,0,4,1,4,1,1,0,0,2,0.693147180559945,0.130833333333333
"452","pilot71","05/14","2",1621035620080217,"90ad715fc6cffcd31a271660b255f8bb",13,1163,4,0,0,1,1,0,1,NA,NA,NA,2,0.693147180559945,0.323055555555556
"453","pilot71","05/25","3",1622012230622103,"90ad715fc6cffcd31a271660b255f8bb",7,1398,50,0,0,5,2,1,0,3,1,0,2,0.693147180559945,0.388333333333333
"454","pilot71","05/28","3",1622255573354084,"90ad715fc6cffcd31a271660b255f8bb",2,935,28,0,0,0,0,1,0,1,1,0,2,0.693147180559945,0.259722222222222
"455","pilot71","05/29","3",1.62234e+15,"90ad715fc6cffcd31a271660b255f8bb",2,581,51,0,0,7,2,0,0,2,0,0,2,0.693147180559945,0.161388888888889
"456","pilot71","4/28","0",1619635515499016,"90ad715fc6cffcd31a271660b255f8bb",3,75,19,0,0,0,0,0,0,NA,NA,NA,1,0,0.0208333333333333
"457","pilot71","4/28","0",1619654246898021,"90ad715fc6cffcd31a271660b255f8bb",12,847,51,0,0,1,1,0,0,NA,NA,NA,1,0,0.235277777777778
"458","pilot72","05/01","0",1619886132726011,"bdb03460f58d022413cc0a628bbe83e8",2,245,44,1,1,16,1,0,0,NA,NA,NA,1,0,0.0680555555555555
"459","pilot72","05/02","0",1620001379799017,"bdb03460f58d022413cc0a628bbe83e8",3,683,17,0,0,25,0,0,0,NA,NA,NA,1,0,0.189722222222222
"460","pilot72","05/03","0",1620095827493008,"bdb03460f58d022413cc0a628bbe83e8",3,460,17,0,0,25,0,0,0,NA,NA,NA,1,0,0.127777777777778
"461","pilot72","05/04","0",1620184557242047,"bdb03460f58d022413cc0a628bbe83e8",3,1217,23,0,1,22,1,0,0,NA,NA,NA,1,0,0.338055555555556
"462","pilot72","05/05","0",1.62026e+15,"bdb03460f58d022413cc0a628bbe83e8",4,248,23,0,1,22,1,0,0,NA,NA,NA,1,0,0.0688888888888889
"463","pilot72","05/06","0",1.62036e+15,"bdb03460f58d022413cc0a628bbe83e8",2,350,13,0,1,10,0,0,0,NA,NA,NA,1,0,0.0972222222222222
"464","pilot72","05/07","1",1620423751075008,"bdb03460f58d022413cc0a628bbe83e8",5,313,23,0,1,23,0,0,0,2,0,0,1,0,0.0869444444444444
"465","pilot72","05/08","1",1.62054e+15,"bdb03460f58d022413cc0a628bbe83e8",3,771,23,0,1,19,0,0,0,0,0,0,1,0,0.214166666666667
"466","pilot72","05/10","1",1620706474669091,"bdb03460f58d022413cc0a628bbe83e8",8,891,20,1,1,17,0,0,0,1,0,0,1,0,0.2475
"467","pilot72","05/11","1",1620777742554004,"bdb03460f58d022413cc0a628bbe83e8",3,609,20,1,1,17,0,0,0,1,0,0,1,0,0.169166666666667
"468","pilot72","05/12","1",1620857409326027,"bdb03460f58d022413cc0a628bbe83e8",1,365,16,0,0,18,0,0,0,0,0,0,1,0,0.101388888888889
"469","pilot72","05/13","1",1620918711748035,"bdb03460f58d022413cc0a628bbe83e8",2,280,12,0,0,18,0,0,0,0,0,0,1,0,0.0777777777777778
"470","pilot72","05/14","2",1.62105e+15,"bdb03460f58d022413cc0a628bbe83e8",25,5006,1508,2,0,18,0,0,0,NA,NA,NA,1,0,1.39055555555556
"471","pilot72","05/16","2",1621223521335043,"bdb03460f58d022413cc0a628bbe83e8",2,278,55,0,0,3,0,0,0,NA,NA,NA,1,0,0.0772222222222222
"472","pilot72","05/17","2",1621268846946031,"bdb03460f58d022413cc0a628bbe83e8",1,363,55,0,0,13,0,0,0,NA,NA,NA,1,0,0.100833333333333
"473","pilot72","05/18","2",1621353776565011,"bdb03460f58d022413cc0a628bbe83e8",2,257,55,0,0,16,0,0,0,NA,NA,NA,1,0,0.0713888888888889
"474","pilot72","05/19","2",1621474071847025,"bdb03460f58d022413cc0a628bbe83e8",1,355,57,0,0,20,0,0,0,NA,NA,NA,1,0,0.0986111111111111
"475","pilot72","05/20","2",1621564428192069,"bdb03460f58d022413cc0a628bbe83e8",7,537,87,0,0,20,0,0,0,NA,NA,NA,1,0,0.149166666666667
"476","pilot72","05/21","2",1.62165e+15,"bdb03460f58d022413cc0a628bbe83e8",4,231,87,0,0,19,0,0,0,NA,NA,NA,1,0,0.0641666666666667
"477","pilot72","05/22","3",1621705182707048,"bdb03460f58d022413cc0a628bbe83e8",2,503,59,0,0,7,0,2,0,2,0,0,1,0,0.139722222222222
"478","pilot72","05/23","3",1621833243609011,"bdb03460f58d022413cc0a628bbe83e8",5,277,92,0,0,7,0,2,0,0,0,0,1,0,0.0769444444444444
"479","pilot72","05/25","3",1621991767431096,"bdb03460f58d022413cc0a628bbe83e8",5,1485,73,0,0,18,0,1,0,1,0,1,1,0,0.4125
"480","pilot72","05/26","3",1.62208e+15,"bdb03460f58d022413cc0a628bbe83e8",3,274,73,0,0,18,0,1,0,2,0,1,1,0,0.0761111111111111
"481","pilot72","05/27","3",1622149181030061,"bdb03460f58d022413cc0a628bbe83e8",9,820,70,1,0,13,0,0,0,2,0,0,1,0,0.227777777777778
"482","pilot72","4/29","0",1619745708232012,"bdb03460f58d022413cc0a628bbe83e8",7,991,42,0,0,3,0,0,0,NA,NA,NA,1,0,0.275277777777778
"483","pilot72","4/29","0",1619742058333012,"bdb03460f58d022413cc0a628bbe83e8",5,659,28,0,0,0,0,0,0,NA,NA,NA,1,0,0.183055555555556
"484","pilot72","4/30","0",1619831315246003,"bdb03460f58d022413cc0a628bbe83e8",9,1131,44,1,1,16,1,0,0,NA,NA,NA,1,0,0.314166666666667
