"","X","pid","date","condition","ts","uid","internal","external","feedname","feedname_general","ft","ftah","avgAttentionScore","fthrs","ftmin","ftahhrs","ftahmin","scrolledIntoOld"
"5686",5706,"p48","05/21",1,1621647490145229,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",2,NA,1,0.000555555555555556,0.0333333333333333,NA,NA,"no"
"5687",5707,"p48","05/21",1,1621616824477069,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",49,NA,1,0.0136111111111111,0.816666666666667,NA,NA,"no"
"5688",5708,"p48","05/21",1,1.62165e+15,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",36,NA,1,0.01,0.6,NA,NA,"no"
"5689",5709,"p48","05/21",1,1621616772911064,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",20,NA,1,0.00555555555555556,0.333333333333333,NA,NA,"no"
"5690",5710,"p48","05/21",1,1621646734886077,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",0,NA,1,0,0,NA,NA,"no"
"5691",5711,"p48","05/21",1,1621647392660199,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",14,NA,1,0.00388888888888889,0.233333333333333,NA,NA,"no"
"5692",5712,"p48","05/21",1,1621647173761158,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",2,NA,1,0.000555555555555556,0.0333333333333333,NA,NA,"no"
"5693",5713,"p48","05/21",1,1621599666001009,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",10,NA,1,0.00277777777777778,0.166666666666667,NA,NA,"no"
"5694",5714,"p48","05/21",1,1621616454061007,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",29,NA,1,0.00805555555555556,0.483333333333333,NA,NA,"no"
"5695",5715,"p48","05/21",1,1621647138260153,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",21,NA,1,0.00583333333333333,0.35,NA,NA,"no"
"5696",5716,"p48","05/21",1,1621646775351084,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",4,NA,1,0.00111111111111111,0.0666666666666667,NA,NA,"no"
"5697",5717,"p48","05/21",1,1621599337076034,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",30,NA,1,0.00833333333333333,0.5,NA,NA,"no"
"5698",5718,"p48","05/21",1,1621647375132193,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",2,2,1,0.000555555555555556,0.0333333333333333,0.000555555555555556,0.0333333333333333,"yes"
"5699",5719,"p48","05/21",1,1621599349105036,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",11,NA,1,0.00305555555555556,0.183333333333333,NA,NA,"no"
"5700",5720,"p48","05/21",1,1.6216e+15,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",65,NA,1,0.0180555555555556,1.08333333333333,NA,NA,"no"
"5701",5721,"p48","05/21",1,1621646721065072,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",5,NA,1,0.00138888888888889,0.0833333333333333,NA,NA,"no"
"5702",5722,"p48","05/21",1,1621617253057131,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",10,NA,1,0.00277777777777778,0.166666666666667,NA,NA,"no"
"5703",5723,"p48","05/21",1,1621602118380009,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",2,NA,1,0.000555555555555556,0.0333333333333333,NA,NA,"no"
"5704",5724,"p48","05/21",1,1621617300771136,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",10,6,1,0.00277777777777778,0.166666666666667,0.00166666666666667,0.1,"yes"
"5705",5725,"p48","05/21",1,1621601919006002,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",6,NA,1,0.00166666666666667,0.1,NA,NA,"no"
"5706",5726,"p48","05/21",1,1621647483047223,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",6,NA,1,0.00166666666666667,0.1,NA,NA,"no"
"5707",5727,"p48","05/21",1,1621647334388179,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",34,NA,1,0.00944444444444444,0.566666666666667,NA,NA,"no"
"5708",5728,"p48","05/22",1,1.62169e+15,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",30,NA,1,0.00833333333333333,0.5,NA,NA,"no"
"5709",5729,"p48","05/22",1,1621719804628056,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",7,NA,1,0.00194444444444444,0.116666666666667,NA,NA,"no"
"5710",5730,"p48","05/22",1,1621690931387017,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",0,NA,1,0,0,NA,NA,"no"
"5711",5731,"p48","05/22",1,1621719942870068,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",12,NA,1,0.00333333333333333,0.2,NA,NA,"no"
"5712",5732,"p48","05/22",1,1621711453298008,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",54,NA,1,0.015,0.9,NA,NA,"no"
"5713",5733,"p48","05/22",1,1621711463762014,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",8,NA,1,0.00222222222222222,0.133333333333333,NA,NA,"no"
"5714",5734,"p48","05/22",1,1621718793815016,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",13,12,1,0.00361111111111111,0.216666666666667,0.00333333333333333,0.2,"yes"
"5715",5735,"p48","05/22",1,1621690998612022,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",9,NA,1,0.0025,0.15,NA,NA,"no"
"5716",5736,"p48","05/22",1,1621720126331101,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",4,3,1,0.00111111111111111,0.0666666666666667,0.000833333333333333,0.05,"yes"
"5717",5737,"p48","05/22",1,1621690917952012,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",11,NA,1,0.00305555555555556,0.183333333333333,NA,NA,"no"
"5718",5738,"p48","05/22",1,1.62172e+15,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",2,1,1,0.000555555555555556,0.0333333333333333,0.000277777777777778,0.0166666666666667,"yes"
"5719",5739,"p48","05/22",1,1621690897919007,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",74,NA,1,0.0205555555555556,1.23333333333333,NA,NA,"no"
"5720",5740,"p48","05/22",1,1621691210042051,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",10,NA,1,0.00277777777777778,0.166666666666667,NA,NA,"no"
"5721",5741,"p48","05/22",1,1621720586032134,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",34,33,1,0.00944444444444444,0.566666666666667,0.00916666666666667,0.55,"yes"
"5722",5742,"p48","05/22",1,1621691102977034,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",7,NA,1,0.00194444444444444,0.116666666666667,NA,NA,"no"
"5723",5743,"p48","05/22",1,1621711522492026,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",0,NA,1,0,0,NA,NA,"no"
"5724",5744,"p48","05/22",1,1621691266390058,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",24,NA,1,0.00666666666666667,0.4,NA,NA,"no"
"5725",5745,"p48","05/22",1,1621718906052031,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",24,NA,1,0.00666666666666667,0.4,NA,NA,"no"
"5726",5746,"p48","05/22",1,1621691147182045,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",13,NA,1,0.00361111111111111,0.216666666666667,NA,NA,"no"
"5727",5747,"p48","05/22",1,1.62173e+15,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",15,NA,1,0.00416666666666667,0.25,NA,NA,"no"
"5728",5748,"p48","05/22",1,1.62168e+15,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",70,NA,1,0.0194444444444444,1.16666666666667,NA,NA,"no"
"5729",5749,"p48","05/22",1,1621682618846014,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",19,NA,1,0.00527777777777778,0.316666666666667,NA,NA,"no"
"5730",5750,"p48","05/22",1,1621691121163039,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",13,NA,1,0.00361111111111111,0.216666666666667,NA,NA,"no"
"5731",5751,"p48","05/22",1,1621732352656032,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",15,NA,1,0.00416666666666667,0.25,NA,NA,"no"
"5732",5752,"p48","05/22",1,1621682576174003,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",51,NA,1,0.0141666666666667,0.85,NA,NA,"no"
"5733",5753,"p48","05/22",1,1621726528252007,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",4,NA,1,0.00111111111111111,0.0666666666666667,NA,NA,"no"
"5734",5754,"p48","05/22",1,1.62171e+15,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",23,NA,1,0.00638888888888889,0.383333333333333,NA,NA,"no"
"5735",5755,"p48","05/22",1,1621718880213026,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",12,NA,1,0.00333333333333333,0.2,NA,NA,"no"
"5736",5756,"p48","05/22",1,1621711586918037,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",14,NA,1,0.00388888888888889,0.233333333333333,NA,NA,"no"
"5737",5757,"p48","05/22",1,1621711352461003,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",6,NA,1,0.00166666666666667,0.1,NA,NA,"no"
"5738",5758,"p48","05/22",1,1621684067667038,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",29,28,1,0.00805555555555556,0.483333333333333,0.00777777777777778,0.466666666666667,"yes"
"5739",5759,"p48","05/22",1,1621718805242021,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",5,NA,1,0.00138888888888889,0.0833333333333333,NA,NA,"no"
"5740",5760,"p48","05/22",1,1621682586245009,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",0,NA,1,0,0,NA,NA,"no"
"5741",5761,"p48","05/22",1,1.62172e+15,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",9,8,1,0.0025,0.15,0.00222222222222222,0.133333333333333,"yes"
"5742",5762,"p48","05/22",1,1621711383355002,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",5,NA,1,0.00138888888888889,0.0833333333333333,NA,NA,"no"
"5743",5763,"p48","05/22",1,1621694306584004,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",41,37,1,0.0113888888888889,0.683333333333333,0.0102777777777778,0.616666666666667,"yes"
"5744",5764,"p48","05/22",1,1621691088435028,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",35,6,1,0.00972222222222222,0.583333333333333,0.00166666666666667,0.1,"yes"
"5745",5765,"p48","05/22",1,1621711569848031,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",36,NA,1,0.01,0.6,NA,NA,"no"
"5746",5766,"p48","05/22",1,1621719718547039,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",11,NA,1,0.00305555555555556,0.183333333333333,NA,NA,"no"
"5747",5767,"p48","05/22",1,1621719762373044,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",36,NA,1,0.01,0.6,NA,NA,"no"
"5748",5768,"p48","05/23",1,1621794591165034,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",6,NA,1,0.00166666666666667,0.1,NA,NA,"no"
"5749",5769,"p48","05/23",1,1621794532112019,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",12,NA,1,0.00333333333333333,0.2,NA,NA,"no"
"5750",5770,"p48","05/23",1,1621817714750006,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",2,NA,1,0.000555555555555556,0.0333333333333333,NA,NA,"no"
"5751",5771,"p48","05/23",1,1.62179e+15,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",27,19,1,0.0075,0.45,0.00527777777777778,0.316666666666667,"yes"
"5752",5772,"p48","05/23",1,1621785655435009,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",10,NA,1,0.00277777777777778,0.166666666666667,NA,NA,"no"
"5753",5773,"p48","05/23",1,1621820780111089,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",10,NA,1,0.00277777777777778,0.166666666666667,NA,NA,"no"
"5754",5774,"p48","05/23",1,1621820807251094,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",24,NA,1,0.00666666666666667,0.4,NA,NA,"no"
"5755",5775,"p48","05/23",1,1621785641875003,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",11,NA,1,0.00305555555555556,0.183333333333333,NA,NA,"no"
"5756",5776,"p48","05/23",1,1.62179e+15,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",5,NA,1,0.00138888888888889,0.0833333333333333,NA,NA,"no"
"5757",5777,"p48","05/23",1,1621785748552009,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",1,NA,1,0.000277777777777778,0.0166666666666667,NA,NA,"no"
"5758",5778,"p48","05/23",1,1621786208770142,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",6,NA,1,0.00166666666666667,0.1,NA,NA,"no"
"5759",5779,"p48","05/23",1,1621817720539008,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",5,NA,1,0.00138888888888889,0.0833333333333333,NA,NA,"no"
"5760",5780,"p48","05/23",1,1621820633123079,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",17,NA,1,0.00472222222222222,0.283333333333333,NA,NA,"no"
"5761",5781,"p48","05/23",1,1621794314820003,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",6,NA,1,0.00166666666666667,0.1,NA,NA,"no"
"5762",5782,"p48","05/23",1,1621794569957029,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",17,NA,1,0.00472222222222222,0.283333333333333,NA,NA,"no"
"5763",5783,"p48","05/23",1,1621770386196054,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",35,NA,1,0.00972222222222222,0.583333333333333,NA,NA,"no"
"5764",5784,"p48","05/23",1,1621794650440045,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",2,NA,1,0.000555555555555556,0.0333333333333333,NA,NA,"no"
"5765",5785,"p48","05/23",1,1621818896020048,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",24,NA,1,0.00666666666666667,0.4,NA,NA,"no"
"5766",5786,"p48","05/23",1,1621786411976165,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",10,9,1,0.00277777777777778,0.166666666666667,0.0025,0.15,"yes"
"5767",5787,"p48","05/23",1,1621786522548184,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",14,NA,1,0.00388888888888889,0.233333333333333,NA,NA,"no"
"5768",5788,"p48","05/23",1,1621786199073137,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",12,NA,1,0.00333333333333333,0.2,NA,NA,"no"
"5769",5789,"p48","05/23",1,1621785814749033,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",17,NA,1,0.00472222222222222,0.283333333333333,NA,NA,"no"
"5770",5790,"p48","05/23",1,1.62182e+15,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",38,NA,1,0.0105555555555556,0.633333333333333,NA,NA,"no"
"5771",5791,"p48","05/23",1,1621786398688159,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",18,NA,1,0.005,0.3,NA,NA,"no"
"5772",5792,"p48","05/23",1,1621785676405015,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",14,NA,1,0.00388888888888889,0.233333333333333,NA,NA,"no"
"5773",5793,"p48","05/23",1,1621820748018084,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",88,NA,1,0.0244444444444444,1.46666666666667,NA,NA,"no"
"5774",5794,"p48","05/23",1,1621796125462337,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",0,NA,1,0,0,NA,NA,"no"
"5775",5795,"p48","05/23",1,1621794550465024,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",9,NA,1,0.0025,0.15,NA,NA,"no"
"5776",5796,"p48","05/23",1,1.62179e+15,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",3,NA,1,0.000833333333333333,0.05,NA,NA,"no"
"5777",5797,"p48","05/23",1,1621820989676105,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",133,123,1,0.0369444444444444,2.21666666666667,0.0341666666666667,2.05,"yes"
"5778",5798,"p48","05/23",1,1621818674430027,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",34,NA,1,0.00944444444444444,0.566666666666667,NA,NA,"no"
"5779",5799,"p48","05/23",1,1621817730193018,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",1,NA,1,0.000277777777777778,0.0166666666666667,NA,NA,"no"
"5780",5800,"p48","05/23",1,1621823154506003,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",11,NA,1,0.00305555555555556,0.183333333333333,NA,NA,"no"
"5781",5801,"p48","05/23",1,1621786375936153,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",59,4,1,0.0163888888888889,0.983333333333333,0.00111111111111111,0.0666666666666667,"yes"
"5782",5802,"p48","05/23",1,1621785961282073,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",5,NA,1,0.00138888888888889,0.0833333333333333,NA,NA,"no"
"5783",5803,"p48","05/23",1,1621770935531108,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",19,NA,1,0.00527777777777778,0.316666666666667,NA,NA,"no"
"5784",5804,"p48","05/23",1,1621770414847065,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",4,NA,1,0.00111111111111111,0.0666666666666667,NA,NA,"no"
"5785",5805,"p48","05/23",1,1621770398081059,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",6,NA,1,0.00166666666666667,0.1,NA,NA,"no"
"5786",5806,"p48","05/23",1,1621794329190005,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",14,NA,1,0.00388888888888889,0.233333333333333,NA,NA,"no"
"5787",5807,"p48","05/23",1,1621770888887101,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",8,NA,1,0.00222222222222222,0.133333333333333,NA,NA,"no"
"5788",5808,"p48","05/23",1,1621820612438074,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",16,NA,1,0.00444444444444444,0.266666666666667,NA,NA,"no"
"5789",5809,"p48","05/23",1,1621818868269043,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",5,NA,1,0.00138888888888889,0.0833333333333333,NA,NA,"no"
"5790",5810,"p48","05/23",1,1621770280925037,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",95,NA,1,0.0263888888888889,1.58333333333333,NA,NA,"no"
"5791",5811,"p48","05/23",1,1621823642940068,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",10,NA,1,0.00277777777777778,0.166666666666667,NA,NA,"no"
"5792",5812,"p48","05/23",1,1621823255260008,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",53,24,1,0.0147222222222222,0.883333333333333,0.00666666666666667,0.4,"yes"
"5793",5813,"p48","05/23",1,1621817726549013,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",3,NA,1,0.000833333333333333,0.05,NA,NA,"no"
"5794",5814,"p48","05/23",1,1621785754252015,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",2,NA,1,0.000555555555555556,0.0333333333333333,NA,NA,"no"
"5795",5815,"p48","05/23",1,1.62182e+15,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",135,NA,1,0.0375,2.25,NA,NA,"no"
"5796",5816,"p48","05/23",1,1.62177e+15,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",14,NA,1,0.00388888888888889,0.233333333333333,NA,NA,"no"
"5797",5817,"p48","05/23",1,1621785731683004,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",16,NA,1,0.00444444444444444,0.266666666666667,NA,NA,"no"
"5798",5818,"p48","05/23",1,1621785714827002,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",3,NA,1,0.000833333333333333,0.05,NA,NA,"no"
"5799",5819,"p48","05/23",1,1621770877219096,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",134,NA,1,0.0372222222222222,2.23333333333333,NA,NA,"no"
"5800",5820,"p48","05/23",1,1621818841530038,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",12,NA,1,0.00333333333333333,0.2,NA,NA,"no"
"5801",5821,"p48","05/23",1,1621818943371058,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",24,NA,1,0.00666666666666667,0.4,NA,NA,"no"
"5802",5822,"p48","05/23",1,1621785861377048,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",4,NA,1,0.00111111111111111,0.0666666666666667,NA,NA,"no"
"5803",5823,"p48","05/23",1,1621795391778194,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",19,NA,1,0.00527777777777778,0.316666666666667,NA,NA,"no"
"5804",5824,"p48","05/23",1,1.62176e+15,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",20,NA,1,0.00555555555555556,0.333333333333333,NA,NA,"no"
"5805",5825,"p48","05/23",1,1621785873155053,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",7,NA,1,0.00194444444444444,0.116666666666667,NA,NA,"no"
"5806",5826,"p48","05/23",1,1.62179e+15,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",3,NA,1,0.000833333333333333,0.05,NA,NA,"no"
"5807",5827,"p48","05/23",1,1621769942977003,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",71,NA,1,0.0197222222222222,1.18333333333333,NA,NA,"no"
"5808",5828,"p48","05/23",1,1621796114020327,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",2,NA,1,0.000555555555555556,0.0333333333333333,NA,NA,"no"
"5809",5829,"p48","05/23",1,1621818626318017,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",11,NA,1,0.00305555555555556,0.183333333333333,NA,NA,"no"
"5810",5830,"p48","05/23",1,1621818972398063,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",26,NA,1,0.00722222222222222,0.433333333333333,NA,NA,"no"
"5811",5831,"p48","05/23",1,1621770454150067,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",39,37,1,0.0108333333333333,0.65,0.0102777777777778,0.616666666666667,"yes"
"5812",5832,"p48","05/23",1,1621785908276058,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",33,NA,1,0.00916666666666667,0.55,NA,NA,"no"
"5813",5833,"p48","05/23",1,1621785851670043,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",27,NA,1,0.0075,0.45,NA,NA,"no"
"5814",5834,"p48","05/23",1,1621770582088085,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",2,NA,1,0.000555555555555556,0.0333333333333333,NA,NA,"no"
"5815",5835,"p48","05/23",1,1621785931298063,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",18,NA,1,0.005,0.3,NA,NA,"no"
"5816",5836,"p48","05/23",1,1621770955970114,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",5,NA,1,0.00138888888888889,0.0833333333333333,NA,NA,"no"
"5817",5837,"p48","05/23",1,1621770914708106,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",23,NA,1,0.00638888888888889,0.383333333333333,NA,NA,"no"
"5818",5838,"p48","05/23",1,1621770311334042,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",20,NA,1,0.00555555555555556,0.333333333333333,NA,NA,"no"
"5819",5839,"p48","05/23",1,1621817990420024,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",16,NA,1,0.00444444444444444,0.266666666666667,NA,NA,"no"
"5820",5840,"p48","05/23",1,1.62179e+15,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",1,NA,1,0.000277777777777778,0.0166666666666667,NA,NA,"no"
"5821",5841,"p48","05/23",1,1621821000932111,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",5,NA,1,0.00138888888888889,0.0833333333333333,NA,NA,"no"
"5822",5842,"p48","05/23",1,1621818614723015,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",2,NA,1,0.000555555555555556,0.0333333333333333,NA,NA,"no"
"5823",5843,"p48","05/23",1,1621818635292022,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",6,NA,1,0.00166666666666667,0.1,NA,NA,"no"
"5824",5844,"p48","05/23",1,1621823625128067,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",26,NA,1,0.00722222222222222,0.433333333333333,NA,NA,"no"
"5825",5845,"p48","05/23",1,1621770346050048,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",8,NA,1,0.00222222222222222,0.133333333333333,NA,NA,"no"
"5826",5846,"p48","05/23",1,1621823314982013,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",39,NA,1,0.0108333333333333,0.65,NA,NA,"no"
"5827",5847,"p48","05/23",1,1621770100854025,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",74,NA,1,0.0205555555555556,1.23333333333333,NA,NA,"no"
"5828",5848,"p48","05/23",1,1621820592666069,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",55,NA,1,0.0152777777777778,0.916666666666667,NA,NA,"no"
"5829",5849,"p48","05/23",1,1621786507312179,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",1,NA,1,0.000277777777777778,0.0166666666666667,NA,NA,"no"
"5830",5850,"p48","05/23",1,1621770012340017,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",33,NA,1,0.00916666666666667,0.55,NA,NA,"no"
"5831",5851,"p48","05/23",1,1.62177e+15,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",14,NA,1,0.00388888888888889,0.233333333333333,NA,NA,"no"
"5832",5852,"p48","05/23",1,1621770734840091,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",17,NA,1,0.00472222222222222,0.283333333333333,NA,NA,"no"
"5833",5853,"p48","05/23",1,1621770155158031,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",36,NA,1,0.01,0.6,NA,NA,"no"
"5834",5854,"p48","05/24",1,1621858550254042,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",9,NA,1,0.0025,0.15,NA,NA,"no"
"5835",5855,"p48","05/24",1,1621859320188102,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",34,NA,1,0.00944444444444444,0.566666666666667,NA,NA,"no"
"5836",5856,"p48","05/24",1,1621859548549131,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",4,NA,1,0.00111111111111111,0.0666666666666667,NA,NA,"no"
"5837",5857,"p48","05/24",1,1.62186e+15,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",2,NA,1,0.000555555555555556,0.0333333333333333,NA,NA,"no"
"5838",5858,"p48","05/24",1,1621859271562097,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",5,NA,1,0.00138888888888889,0.0833333333333333,NA,NA,"no"
"5839",5859,"p48","05/24",1,1621858538918037,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",1,NA,1,0.000277777777777778,0.0166666666666667,NA,NA,"no"
"5840",5860,"p48","05/24",1,1621858298292001,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",6,NA,1,0.00166666666666667,0.1,NA,NA,"no"
"5841",5861,"p48","05/24",1,1621859191619087,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",9,NA,1,0.0025,0.15,NA,NA,"no"
"5842",5862,"p48","05/24",1,1621859580663143,"7d162e8294cbba0fdcbe79549253945c","0",1,"home","home",1,NA,1,0.000277777777777778,0.0166666666666667,NA,NA,"no"
