"","X","pid","date","condition","ts","uid","internal","external","feedname","feedname_general","ft","ftah","avgAttentionScore","fthrs","ftmin","ftahhrs","ftahmin","scrolledIntoOld"
"915",915,"p05","05/05",2,1620264469666031,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",1,1,1.333333333,0.000277777777777778,0.0166666666666667,0.000277777777777778,0.0166666666666667,"yes"
"916",916,"p05","05/05",2,1620264985612054,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",5,5,1.333333333,0.00138888888888889,0.0833333333333333,0.00138888888888889,0.0833333333333333,"yes"
"917",917,"p05","05/05",2,1620261216918073,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",3,3,1.333333333,0.000833333333333333,0.05,0.000833333333333333,0.05,"yes"
"918",918,"p05","05/05",2,1620242756394093,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",9,NA,1.333333333,0.0025,0.15,NA,NA,"no"
"919",919,"p05","05/05",2,1620261201651062,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",0,0,1.333333333,0,0,0,0,"yes"
"920",920,"p05","05/05",2,1620264485454038,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",6,6,1.333333333,0.00166666666666667,0.1,0.00166666666666667,0.1,"yes"
"921",921,"p05","05/05",2,1620261199428056,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",4,4,1.333333333,0.00111111111111111,0.0666666666666667,0.00111111111111111,0.0666666666666667,"yes"
"922",922,"p05","05/05",2,1620254200641045,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",9,NA,1.333333333,0.0025,0.15,NA,NA,"no"
"923",923,"p05","05/05",2,1620260033936009,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",30,NA,1.333333333,0.00833333333333333,0.5,NA,NA,"no"
"924",924,"p05","05/05",2,1620242850946109,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",57,14,1.333333333,0.0158333333333333,0.95,0.00388888888888889,0.233333333333333,"yes"
"925",925,"p05","05/05",2,1620246112318004,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",17,5,1.333333333,0.00472222222222222,0.283333333333333,0.00138888888888889,0.0833333333333333,"yes"
"926",926,"p05","05/05",2,1620254101647012,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",12,NA,1.333333333,0.00333333333333333,0.2,NA,NA,"no"
"927",927,"p05","05/05",2,1620254148149029,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",4,NA,1.333333333,0.00111111111111111,0.0666666666666667,NA,NA,"no"
"928",928,"p05","05/05",2,1620243002170122,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",4,4,1.333333333,0.00111111111111111,0.0666666666666667,0.00111111111111111,0.0666666666666667,"yes"
"929",929,"p05","05/05",2,1620254086791006,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",1,NA,1.333333333,0.000277777777777778,0.0166666666666667,NA,NA,"no"
"930",930,"p05","05/05",2,1620261211277067,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",7,7,1.333333333,0.00194444444444444,0.116666666666667,0.00194444444444444,0.116666666666667,"yes"
"931",931,"p05","05/05",2,1620264808911048,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",4,4,1.333333333,0.00111111111111111,0.0666666666666667,0.00111111111111111,0.0666666666666667,"yes"
"932",932,"p05","05/05",2,1620248067900045,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",15,NA,1.333333333,0.00416666666666667,0.25,NA,NA,"no"
"933",933,"p05","05/05",2,1620260828804038,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",2,2,1.333333333,0.000555555555555556,0.0333333333333333,0.000555555555555556,0.0333333333333333,"yes"
"934",934,"p05","05/05",2,1620255501666114,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",3,NA,1.333333333,0.000833333333333333,0.05,NA,NA,"no"
"935",935,"p05","05/05",2,1620262252940091,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",3,3,1.333333333,0.000833333333333333,0.05,0.000833333333333333,0.05,"yes"
"936",936,"p05","05/05",2,1620261978517085,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",6,6,1.333333333,0.00166666666666667,0.1,0.00166666666666667,0.1,"yes"
"937",937,"p05","05/05",2,1620241776474022,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",21,NA,1.333333333,0.00583333333333333,0.35,NA,NA,"no"
"938",938,"p05","05/05",2,1620241806515029,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",10,NA,1.333333333,0.00277777777777778,0.166666666666667,NA,NA,"no"
"939",939,"p05","05/05",2,1620242705396081,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",637,NA,1.333333333,0.176944444444444,10.6166666666667,NA,NA,"no"
"940",940,"p05","05/05",2,1620241907405057,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",19,NA,1.333333333,0.00527777777777778,0.316666666666667,NA,NA,"no"
"941",941,"p05","05/05",2,1620254181149035,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",24,NA,1.333333333,0.00666666666666667,0.4,NA,NA,"no"
"942",942,"p05","05/05",2,1620265234856001,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",3,3,1.333333333,0.000833333333333333,0.05,0.000833333333333333,0.05,"yes"
"943",943,"p05","05/05",2,1620246121998009,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",7,NA,1.333333333,0.00194444444444444,0.116666666666667,NA,NA,"no"
"944",944,"p05","05/05",2,1620265183975066,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",3,3,1.333333333,0.000833333333333333,0.05,0.000833333333333333,0.05,"yes"
"945",945,"p05","05/05",2,1620254104827018,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",1,NA,1.333333333,0.000277777777777778,0.0166666666666667,NA,NA,"no"
"946",946,"p05","05/05",2,1620260001513003,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",24,NA,1.333333333,0.00666666666666667,0.4,NA,NA,"no"
"947",947,"p05","05/05",2,1620260042879015,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",4,NA,1.333333333,0.00111111111111111,0.0666666666666667,NA,NA,"no"
"948",948,"p05","05/05",2,1620260083335026,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",2,NA,1.333333333,0.000555555555555556,0.0333333333333333,NA,NA,"no"
"949",949,"p05","05/05",2,1620241950657063,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",40,NA,1.333333333,0.0111111111111111,0.666666666666667,NA,NA,"no"
"950",950,"p05","05/05",2,1620254058894003,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",24,NA,1.333333333,0.00666666666666667,0.4,NA,NA,"no"
"951",951,"p05","05/05",2,1620254266686066,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",2,NA,1.333333333,0.000555555555555556,0.0333333333333333,NA,NA,"no"
"952",952,"p05","05/05",2,1620254238343056,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",20,NA,1.333333333,0.00555555555555556,0.333333333333333,NA,NA,"no"
"953",953,"p05","05/05",2,1.62024e+15,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",13,NA,1.333333333,0.00361111111111111,0.216666666666667,NA,NA,"no"
"954",954,"p05","05/05",2,1620254288827078,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",10,NA,1.333333333,0.00277777777777778,0.166666666666667,NA,NA,"no"
"955",955,"p05","05/05",2,1620247464622021,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",7,NA,1.333333333,0.00194444444444444,0.116666666666667,NA,NA,"no"
"956",956,"p05","05/05",2,1620265558698014,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",9,9,1.333333333,0.0025,0.15,0.0025,0.15,"yes"
"957",957,"p05","05/05",2,1.62027e+15,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",6,6,1.333333333,0.00166666666666667,0.1,0.00166666666666667,0.1,"yes"
"958",958,"p05","05/05",2,1620265294277007,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",3,3,1.333333333,0.000833333333333333,0.05,0.000833333333333333,0.05,"yes"
"959",959,"p05","05/05",2,1620264148602001,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",37,26,1.333333333,0.0102777777777778,0.616666666666667,0.00722222222222222,0.433333333333333,"yes"
"960",960,"p05","05/05",2,1620242868161116,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",10,10,1.333333333,0.00277777777777778,0.166666666666667,0.00277777777777778,0.166666666666667,"yes"
"961",961,"p05","05/05",2,1620241851175045,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",2,NA,1.333333333,0.000555555555555556,0.0333333333333333,NA,NA,"no"
"962",962,"p05","05/05",2,1.62026e+15,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",21,7,1.333333333,0.00583333333333333,0.35,0.00194444444444444,0.116666666666667,"yes"
"963",963,"p05","05/05",2,1620241876102051,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",9,NA,1.333333333,0.0025,0.15,NA,NA,"no"
"964",964,"p05","05/05",2,1620255492182108,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",7,NA,1.333333333,0.00194444444444444,0.116666666666667,NA,NA,"no"
"965",965,"p05","05/05",2,1620254294308084,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",1,NA,1.333333333,0.000277777777777778,0.0166666666666667,NA,NA,"no"
"966",966,"p05","05/05",2,1620254274922072,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",6,NA,1.333333333,0.00166666666666667,0.1,NA,NA,"no"
"967",967,"p05","05/05",2,1620246680247015,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",11,11,1.333333333,0.00305555555555556,0.183333333333333,0.00305555555555556,0.183333333333333,"yes"
"968",968,"p05","05/05",2,1620254333892096,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",5,5,1.333333333,0.00138888888888889,0.0833333333333333,0.00138888888888889,0.0833333333333333,"yes"
"969",969,"p05","05/05",2,1620247481496027,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",14,7,1.333333333,0.00388888888888889,0.233333333333333,0.00194444444444444,0.116666666666667,"yes"
"970",970,"p05","05/05",2,1620247491780033,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",5,NA,1.333333333,0.00138888888888889,0.0833333333333333,NA,NA,"no"
"971",971,"p05","05/05",2,1620262267485097,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",2,2,1.333333333,0.000555555555555556,0.0333333333333333,0.000555555555555556,0.0333333333333333,"yes"
"972",972,"p05","05/05",2,1620254133204023,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",26,NA,1.333333333,0.00722222222222222,0.433333333333333,NA,NA,"no"
"973",973,"p05","05/05",2,1620241722934016,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",20,NA,1.333333333,0.00555555555555556,0.333333333333333,NA,NA,"no"
"974",974,"p05","05/05",2,1620261286038079,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",6,6,1.333333333,0.00166666666666667,0.1,0.00166666666666667,0.1,"yes"
"975",975,"p05","05/05",2,1.62025e+15,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",29,17,1.333333333,0.00805555555555556,0.483333333333333,0.00472222222222222,0.283333333333333,"yes"
"976",976,"p05","05/05",2,1620247527817039,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",3,3,1.333333333,0.000833333333333333,0.05,0.000833333333333333,0.05,"yes"
"977",977,"p05","05/05",2,1620248080896051,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",4,NA,1.333333333,0.00111111111111111,0.0666666666666667,NA,NA,"no"
"978",978,"p05","05/05",2,1620254071226009,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",7,NA,1.333333333,0.00194444444444444,0.116666666666667,NA,NA,"no"
"979",979,"p05","05/05",2,1620266212305027,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",2,NA,1.333333333,0.000555555555555556,0.0333333333333333,NA,NA,"no"
"980",980,"p05","05/05",2,1620254246193061,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",0,NA,1.333333333,0,0,NA,NA,"no"
"981",981,"p05","05/05",2,1620241648474004,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",53,NA,1.333333333,0.0147222222222222,0.883333333333333,NA,NA,"no"
"982",982,"p05","05/05",2,1620255468999102,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",31,NA,1.333333333,0.00861111111111111,0.516666666666667,NA,NA,"no"
"983",983,"p05","05/05",2,1.62026e+15,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",6,5,1.333333333,0.00166666666666667,0.1,0.00138888888888889,0.0833333333333333,"yes"
"984",984,"p05","05/05",2,1.62027e+15,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",15,11,1.333333333,0.00416666666666667,0.25,0.00305555555555556,0.183333333333333,"yes"
"985",985,"p05","05/05",2,1620242733690087,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",20,NA,1.333333333,0.00555555555555556,0.333333333333333,NA,NA,"no"
"986",986,"p05","05/06",2,1620330337676125,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",33,NA,1,0.00916666666666667,0.55,NA,NA,"no"
"987",987,"p05","05/06",2,1620330611744214,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",2,NA,1,0.000555555555555556,0.0333333333333333,NA,NA,"no"
"988",988,"p05","05/06",2,1.62033e+15,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",13,NA,1,0.00361111111111111,0.216666666666667,NA,NA,"no"
"989",989,"p05","05/06",2,1620358954269033,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",7,NA,1,0.00194444444444444,0.116666666666667,NA,NA,"no"
"990",990,"p05","05/06",2,1620330257412115,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",20,NA,1,0.00555555555555556,0.333333333333333,NA,NA,"no"
"991",991,"p05","05/06",2,1620331031840237,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",9,NA,1,0.0025,0.15,NA,NA,"no"
"992",992,"p05","05/06",2,1620330959186226,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",16,NA,1,0.00444444444444444,0.266666666666667,NA,NA,"no"
"993",993,"p05","05/06",2,1620358638867013,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",1,NA,1,0.000277777777777778,0.0166666666666667,NA,NA,"no"
"994",994,"p05","05/06",2,1620331121308253,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",17,NA,1,0.00472222222222222,0.283333333333333,NA,NA,"no"
"995",995,"p05","05/06",2,1.62033e+15,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",3,NA,1,0.000833333333333333,0.05,NA,NA,"no"
"996",996,"p05","05/06",2,1620330365030141,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",0,NA,1,0,0,NA,NA,"no"
"997",997,"p05","05/06",2,1.62036e+15,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",1,1,1,0.000277777777777778,0.0166666666666667,0.000277777777777778,0.0166666666666667,"yes"
"998",998,"p05","05/06",2,1620359001350044,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",27,NA,1,0.0075,0.45,NA,NA,"no"
"999",999,"p05","05/06",2,1620331008538231,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",14,NA,1,0.00388888888888889,0.233333333333333,NA,NA,"no"
"1000",1000,"p05","05/06",2,1620359280062145,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386794923815493635","list",2,NA,1,0.000555555555555556,0.0333333333333333,NA,NA,"no"
"1001",1001,"p05","05/06",2,1620359467046197,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",4,4,1,0.00111111111111111,0.0666666666666667,0.00111111111111111,0.0666666666666667,"yes"
"1002",1002,"p05","05/06",2,1620330470881165,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",1,NA,1,0.000277777777777778,0.0166666666666667,NA,NA,"no"
"1003",1003,"p05","05/06",2,1620330549139189,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",10,NA,1,0.00277777777777778,0.166666666666667,NA,NA,"no"
"1004",1004,"p05","05/06",2,1620331097182247,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",16,NA,1,0.00444444444444444,0.266666666666667,NA,NA,"no"
"1005",1005,"p05","05/06",2,1620358967126039,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",10,NA,1,0.00277777777777778,0.166666666666667,NA,NA,"no"
"1006",1006,"p05","05/06",2,1620330590958198,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",15,NA,1,0.00416666666666667,0.25,NA,NA,"no"
"1007",1007,"p05","05/06",2,1.62036e+15,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386794923815493635","list",28,NA,1,0.00777777777777778,0.466666666666667,NA,NA,"no"
"1008",1008,"p05","05/06",2,1620359355903174,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",9,9,1,0.0025,0.15,0.0025,0.15,"yes"
"1009",1009,"p05","05/06",2,1620358631082004,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",5,NA,1,0.00138888888888889,0.0833333333333333,NA,NA,"no"
"1010",1010,"p05","05/06",2,1.62033e+15,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",8,NA,1,0.00222222222222222,0.133333333333333,NA,NA,"no"
"1011",1011,"p05","05/06",2,1620359402965181,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1388216072013287425","list",43,NA,1,0.0119444444444444,0.716666666666667,NA,NA,"no"
"1012",1012,"p05","05/06",2,1620329894874016,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",31,NA,1,0.00861111111111111,0.516666666666667,NA,NA,"no"
"1013",1013,"p05","05/06",2,1620331143683264,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",0,NA,1,0,0,NA,NA,"no"
"1014",1014,"p05","05/06",2,1620331248903006,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",18,18,1,0.005,0.3,0.005,0.3,"yes"
"1015",1015,"p05","05/06",2,1620330118638075,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",7,NA,1,0.00194444444444444,0.116666666666667,NA,NA,"no"
"1016",1016,"p05","05/06",2,1620330155848087,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",2,NA,1,0.000555555555555556,0.0333333333333333,NA,NA,"no"
"1017",1017,"p05","05/06",2,1620330519119177,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",5,NA,1,0.00138888888888889,0.0833333333333333,NA,NA,"no"
"1018",1018,"p05","05/06",2,1620330601668204,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",5,NA,1,0.00138888888888889,0.0833333333333333,NA,NA,"no"
"1019",1019,"p05","05/06",2,1620330085109057,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",17,NA,1,0.00472222222222222,0.283333333333333,NA,NA,"no"
"1020",1020,"p05","05/06",2,1620330175134093,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",15,NA,1,0.00416666666666667,0.25,NA,NA,"no"
"1021",1021,"p05","05/06",2,1620358932379024,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",288,NA,1,0.08,4.8,NA,NA,"no"
"1022",1022,"p05","05/06",2,1620359446057191,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1388216072013287425","list",29,NA,1,0.00805555555555556,0.483333333333333,NA,NA,"no"
"1023",1023,"p05","05/06",2,1620330362569136,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",10,NA,1,0.00277777777777778,0.166666666666667,NA,NA,"no"
"1024",1024,"p05","05/06",2,1620329947016028,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",23,NA,1,0.00638888888888889,0.383333333333333,NA,NA,"no"
"1025",1025,"p05","05/06",2,1620330423926156,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",38,NA,1,0.0105555555555556,0.633333333333333,NA,NA,"no"
"1026",1026,"p05","05/06",2,1620359044027056,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",1,NA,1,0.000277777777777778,0.0166666666666667,NA,NA,"no"
"1027",1027,"p05","05/06",2,1.62036e+15,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",29,NA,1,0.00805555555555556,0.483333333333333,NA,NA,"no"
"1028",1028,"p05","05/06",2,1620359462175196,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1388216072013287425","list",11,NA,1,0.00305555555555556,0.183333333333333,NA,NA,"no"
"1029",1029,"p05","05/06",2,1620359330919163,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386794923815493635","list",10,NA,1,0.00277777777777778,0.166666666666667,NA,NA,"no"
"1030",1030,"p05","05/06",2,1620330509677171,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",37,NA,1,0.0102777777777778,0.616666666666667,NA,NA,"no"
"1031",1031,"p05","05/06",2,1620332606349013,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",13,NA,1,0.00361111111111111,0.216666666666667,NA,NA,"no"
"1032",1032,"p05","05/06",2,1620331132650259,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",5,NA,1,0.00138888888888889,0.0833333333333333,NA,NA,"no"
"1033",1033,"p05","05/06",2,1620329850148004,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",69,NA,1,0.0191666666666667,1.15,NA,NA,"no"
"1034",1034,"p05","05/06",2,1.62033e+15,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",56,3,1,0.0155555555555556,0.933333333333333,0.000833333333333333,0.05,"yes"
"1035",1035,"p05","05/06",2,1620330047702047,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",3,NA,1,0.000833333333333333,0.05,NA,NA,"no"
"1036",1036,"p05","05/06",2,1620359101329078,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",4,4,1,0.00111111111111111,0.0666666666666667,0.00111111111111111,0.0666666666666667,"yes"
"1037",1037,"p05","05/06",2,1620359192873113,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386794923815493635","list",13,NA,1,0.00361111111111111,0.216666666666667,NA,NA,"no"
"1038",1038,"p05","05/06",2,1620330092188063,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",3,NA,1,0.000833333333333333,0.05,NA,NA,"no"
"1039",1039,"p05","05/06",2,1620330101628069,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",7,NA,1,0.00194444444444444,0.116666666666667,NA,NA,"no"
"1040",1040,"p05","05/06",2,1620359150072094,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386794923815493635","list",19,NA,1,0.00527777777777778,0.316666666666667,NA,NA,"no"
"1041",1041,"p05","05/06",2,1620359092092068,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",31,10,1,0.00861111111111111,0.516666666666667,0.00277777777777778,0.166666666666667,"yes"
"1042",1042,"p05","05/06",2,1620332586951001,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",18,15,1,0.005,0.3,0.00416666666666667,0.25,"yes"
"1043",1043,"p05","05/06",2,1620359337006168,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386794923815493635","list",1,NA,1,0.000277777777777778,0.0166666666666667,NA,NA,"no"
"1044",1044,"p05","05/06",2,1.62036e+15,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386794923815493635","list",6,NA,1,0.00166666666666667,0.1,NA,NA,"no"
"1045",1045,"p05","05/06",2,1620330213575109,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",4,NA,1,0.00111111111111111,0.0666666666666667,NA,NA,"no"
"1046",1046,"p05","05/06",2,1620359345916173,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386794923815493635","list",7,NA,1,0.00194444444444444,0.116666666666667,NA,NA,"no"
"1047",1047,"p05","05/06",2,1620359049089062,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",1,NA,1,0.000277777777777778,0.0166666666666667,NA,NA,"no"
"1048",1048,"p05","05/06",2,1.62033e+15,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",1,NA,1,0.000277777777777778,0.0166666666666667,NA,NA,"no"
"1049",1049,"p05","05/06",2,1620334263671038,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",0,0,1,0,0,0,0,"yes"
"1050",1050,"p05","05/06",2,1.62033e+15,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",8,8,1,0.00222222222222222,0.133333333333333,0.00222222222222222,0.133333333333333,"yes"
"1051",1051,"p05","05/06",2,1620330145836081,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",11,NA,1,0.00305555555555556,0.183333333333333,NA,NA,"no"
"1052",1052,"p05","05/06",2,1620359110273084,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",0,0,1,0,0,0,0,"yes"
"1053",1053,"p05","05/06",2,1620330534818183,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",14,NA,1,0.00388888888888889,0.233333333333333,NA,NA,"no"
"1054",1054,"p05","05/06",2,1620330206602103,"f863e8fc567a0382572d3cf01a6a05d4","1",0,"1386793512797081600","list",8,NA,1,0.00222222222222222,0.133333333333333,NA,NA,"no"
